dataset,target,encoder,encoder_setting,model,input_features,output_features,fit_encoder_time,score_encoder_time,fit_model_time,score_model_time,test_matthews,train_matthews,test_auc,train_auc,test_brier,train_brier
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",SGDClassifier,69,91,0.854726767539978,0.2980659484863281,0.005934238433837891,0.00015435218811035156,0.8466382713716671,0.9973810348766852,0.8937254901960785,0.9980392156862745,0.05754752493882929,0.0009852216748768472
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",LogisticRegression,69,91,0.854726767539978,0.2980659484863281,0.007596373558044434,0.00012142658233642578,0.8901580144220658,1.0,0.9857843137254904,1.0,0.03204571129847828,0.002503916053187374
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",SVC,69,91,0.854726767539978,0.2980659484863281,0.015335726737976074,0.000313115119934082,0.8885273856038938,1.0,0.9901960784313726,1.0,0.027781760556527795,0.0014542734076320176
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",KNeighborsClassifier,69,91,0.854726767539978,0.2980659484863281,0.005321717262268067,0.0011636734008789063,0.6649204497033948,0.7715493514987517,0.9090441176470587,0.9733455468894711,0.12701223414266896,0.07490045444586582
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",GaussianNB,69,91,0.854726767539978,0.2980659484863281,0.004750728607177734,0.0003392457962036133,0.8200660093797161,0.8983731575824294,0.9251225490196078,0.9714009287925697,0.07987954074910596,0.042765594042495046
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",DecisionTreeClassifier,69,91,0.854726767539978,0.2980659484863281,0.005360794067382812,0.00012199878692626953,0.8810917763511725,0.9676065323588576,0.9588235294117646,0.9945505791722897,0.03720701242275505,0.01127109908543763
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",GradientBoostingClassifier,69,91,0.854726767539978,0.2980659484863281,0.3002126693725586,0.0005480289459228515,0.8999658970498843,1.0,0.9911764705882353,1.0,0.03176899260289577,3.223685150552722e-07
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",RandomForestClassifier,69,91,0.854726767539978,0.2980659484863281,0.4929815292358398,0.039850497245788576,0.8969962065497119,1.0,0.9941176470588236,1.0,0.02888474221720309,0.003722910333472329
audiology.arff,class,BackwardDifferenceEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'mapping': None, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'ordinal_encoder': None, '_dim': None, 'feature_names': None}",MLPClassifier,69,91,0.854726767539978,0.2980659484863281,0.2221750020980835,0.0002467632293701172,0.8537905411408955,0.9856538114881065,0.9696078431372548,0.99980881691408,0.045694238996128976,0.009924953355505126
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",SGDClassifier,69,149,0.8069603919982911,0.2248661756515503,0.005454397201538086,0.0001273632049560547,0.8456036070733026,0.9857209500445288,0.902450980392157,0.9905751369373661,0.0567193675889328,0.005406645416787405
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",LogisticRegression,69,149,0.8069603919982911,0.2248661756515503,0.008741164207458496,0.00012216567993164062,0.900449943297336,1.0,0.9764705882352942,1.0,0.03786838250473347,0.0027912127519258197
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",SVC,69,149,0.8069603919982911,0.2248661756515503,0.020418262481689452,0.00040414333343505857,0.9154421632646962,1.0,0.9892156862745098,1.0,0.02569961895716154,0.0010553895030181774
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",KNeighborsClassifier,69,149,0.8069603919982911,0.2248661756515503,0.0046350955963134766,0.0015413284301757813,0.7041233112280538,0.7903801207559755,0.944093137254902,0.9830633037628006,0.10364953886693018,0.06158809629823335
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",GaussianNB,69,149,0.8069603919982911,0.2248661756515503,0.005577397346496582,0.00037627220153808595,0.8088018818681434,0.8910868413043739,0.9221813725490196,0.9691004471964224,0.0842273668360625,0.04620423442716027
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",DecisionTreeClassifier,69,149,0.8069603919982911,0.2248661756515503,0.0047299861907958984,0.00011348724365234375,0.8747324327311354,0.9638761004095526,0.9553921568627451,0.9936576334312403,0.041494388266339235,0.012616485731415073
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",GradientBoostingClassifier,69,149,0.8069603919982911,0.2248661756515503,0.28364722728729247,0.0005222082138061524,0.9120067175699809,1.0,0.9862745098039216,1.0,0.02619031926031031,1.1918079647810866e-07
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",RandomForestClassifier,69,149,0.8069603919982911,0.2248661756515503,0.4974055767059326,0.041588211059570314,0.9174947902315045,1.0,0.9970588235294118,1.0,0.027626406399397695,0.003916072685800982
audiology.arff,class,BaseNEncoder,"{'return_df': True, 'drop_invariant': False, 'drop_cols': [], 'verbose': 0, 'handle_unknown': 'value', 'handle_missing': 'value', 'cols': None, 'mapping': None, 'ordinal_encoder': None, '_dim': None, 'base': 2, '_encoded_columns': None, 'feature_names': None}",MLPClassifier,69,149,0.8069603919982911,0.2248661756515503,0.20295352935791017,0.0002677440643310547,0.8634481041430757,0.9908893187013081,0.9661274509803922,0.9997162022703818,0.04066748869220265,0.007108779114000209
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",SGDClassifier,69,149,0.7963345527648926,0.2239231824874878,0.005506348609924316,0.0001329183578491211,0.8456036070733026,0.9857209500445288,0.902450980392157,0.9905751369373661,0.0567193675889328,0.005406645416787405
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",LogisticRegression,69,149,0.7963345527648926,0.2239231824874878,0.008803844451904297,0.000131988525390625,0.900449943297336,1.0,0.9764705882352942,1.0,0.03783052741924545,0.002791709730926226
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",SVC,69,149,0.7963345527648926,0.2239231824874878,0.02094588279724121,0.00043950080871582033,0.9154421632646962,1.0,0.9892156862745098,1.0,0.02569961895716154,0.0010553895030181774
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",KNeighborsClassifier,69,149,0.7963345527648926,0.2239231824874878,0.004707932472229004,0.001613616943359375,0.7041233112280538,0.7903801207559755,0.944093137254902,0.9830633037628006,0.10364953886693018,0.06158809629823335
audiology.arff,class,BinaryEncoder,"{'verbose': 0, 'cols': None, 'mapping': None, 'drop_invariant': False, 'return_df': True, 'handle_unknown': 'value', 'handle_missing': 'value', 'base_n_encoder': BaseNEncoder(base=2, cols=None, drop_invariant=False, handle_missing='value',
       handle_unknown='value', mapping=None, return_df=True, verbose=0)}",GaussianNB,69,149,0.7963345527648926,0.2239231824874878,0.005042362213134766,0.0003805637359619141,0.8088018818681434,0.8910868413043739,0.9221813725490196,0.9691004471964224,0.0842273668360625,0.04620423442716027
