% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/tab7-17.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-tab7-17

@attribute col_1 INTEGER
@attribute col_2 INTEGER

@data
100,49
117,47
98,69
87,47
106,45
134,55
77,72
107,59
125,27
105,50
89,72
96,45
105,47
95,46
126,67
111,666
121,59
106,49
134,78
125,39
140,66
137,69
142,68
130,71
92,31
125,53
120,64
107,43
121,75
90,40
132,80
116,55
137,73
113,48
110,41
114,29
122,66
130,63
116,43
101,44
92,50
120,60
80,31
117,55
93,50
