% 
% This contains most of the data and all of the large
% data sets from "Log-Linear Models and Logistic Regression"
% by Ronald Christensen (1997, Second Edition, Springer-Verlag).
% The individual files correspond to either data files described 
% in the book or to numbered tables in the book.  
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@stat.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: tab8-6.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-llm-tab8-6

@attribute col_1 INTEGER
@attribute col_2 INTEGER
@attribute col_3 INTEGER

@data
0,1,17
0,2,22
0,3,22
0,4,15
0,5,26
0,6,25
1,0,2
1,2,19
1,3,13
1,4,10
1,5,9
1,6,11
2,0,1
2,1,0
2,3,11
2,4,11
2,5,6
2,6,6
3,0,3
3,1,1
3,2,7
3,4,6
3,5,2
3,6,6
4,0,1
4,1,10
4,2,12
4,3,13
4,5,4
4,6,0
5,0,1
5,1,11
5,2,18
5,3,15
5,4,17
5,6,11
6,0,2
6,1,13
6,2,20
6,3,22
6,4,14
6,5,12
