% This S dump contains 22 data sets from the
% book Visualizing Data published by
% Hobart Press (books@hobart.com).
% The dump was created by data.dump()
% and can be read back into S by data.restore().
% The name of each S data set is the name of
% the data set used in the book. To find the
% description of the data set in the book look
% under the entry - data, name - in the index.
% For example, one data set is barley.
% To find the description of barley, look
% in the index under the entry - data, barley.
%
% File: ../data/visualizing/soil.csv
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation visualizing-soil

@attribute northing REAL
@attribute easting REAL
@attribute resistivity REAL
@attribute isns {0,1}
@attribute track INTEGER

@data
0.018,0.016,34.15,0,1
0.0178,0.0252,34.81,0,1
0.0176,0.0345,35.65,0,1
0.0174,0.0437,36.44,0,1
0.0171,0.052899999999999996,37.1,0,1
0.0169,0.0621,37.53,0,1
0.0167,0.0714,37.58,0,1
0.0165,0.08059999999999999,37.41,0,1
0.016300000000000002,0.08979999999999999,37.57,0,1
0.0161,0.0991,38.33,0,1
0.0159,0.1083,39.32,0,1
0.0156,0.1175,39.93,0,1
0.0154,0.1268,40.02,0,1
0.0152,0.136,39.73,0,1
0.015,0.1452,39.09,0,1
0.0148,0.1544,37.95,0,1
0.0146,0.16369999999999998,36.45,0,1
0.0144,0.1729,35.17,0,1
0.014199999999999999,0.18209999999999998,34.57,0,1
0.013900000000000001,0.19140000000000001,34.51,0,1
0.013699999999999999,0.2006,34.4,0,1
0.0135,0.20980000000000001,33.91,0,1
0.013300000000000001,0.219,33.4,0,1
0.013099999999999999,0.2283,33.61,0,1
0.0129,0.2375,34.73,0,1
0.0127,0.24669999999999997,36.19,0,1
0.0124,0.256,37.31,0,1
0.012199999999999999,0.2652,38.17,0,1
0.012,0.2744,39.37,0,1
0.011800000000000001,0.2836,41.09,0,1
0.0116,0.2929,42.71,0,1
0.0114,0.30210000000000004,43.44,0,1
0.0112,0.3113,43.06,0,1
0.011,0.3206,42.24,0,1
0.0108,0.32980000000000004,41.96,0,1
0.0105,0.339,42.53,0,1
0.0103,0.3483,42.84,0,1
0.0101,0.3575,41.35,0,1
0.0099,0.36669999999999997,37.98,0,1
0.009699999999999999,0.376,34.38,0,1
0.0095,0.3852,32.17,0,1
0.009300000000000001,0.3944,31.38,0,1
0.009,0.4036,31.02,0,1
0.0088,0.4129,30.31,0,1
0.0086,0.42210000000000003,29.23,0,1
0.008400000000000001,0.4313,28.49,0,1
0.008199999999999999,0.4405,29.55,0,1
0.008,0.44980000000000003,33.97,0,1
0.0078,0.459,42.02,0,1
0.0076,0.4682,51.79,0,1
0.0073,0.4775,59.91,0,1
0.0070999999999999995,0.48669999999999997,63.19,0,1
0.006900000000000001,0.49589999999999995,60.29,0,1
0.0067,0.5052,52.79,0,1
0.0065,0.5144,44.57,0,1
0.0063,0.5236000000000001,39.15,0,1
0.0060999999999999995,0.5327999999999999,37.16,0,1
0.0058,0.5421,37.08,0,1
0.0056,0.5512999999999999,38.29,0,1
0.0054,0.5605,41.85,0,1
0.0052,0.5698,47.89,0,1
0.005,0.579,53.97,0,1
0.508,0.364,34.54,1,2
0.49910000000000004,0.3639,35.31,1,2
0.4903,0.3639,36.65,1,2
0.4814,0.3638,38.55,1,2
0.4725,0.36369999999999997,41.35,1,2
0.4636,0.36360000000000003,44.85,1,2
0.45480000000000004,0.36360000000000003,47.53,1,2
0.44589999999999996,0.3635,48.17,1,2
0.437,0.3634,47.8,1,2
0.42810000000000004,0.3634,48.43,1,2
0.4193,0.3633,49.9,1,2
0.4104,0.36319999999999997,49.82,1,2
0.4015,0.36310000000000003,47.08,1,2
0.3926,0.36310000000000003,43.8,1,2
0.38380000000000003,0.363,43.04,1,2
0.37489999999999996,0.3629,45.84,1,2
0.366,0.3629,50.87,1,2
0.35710000000000003,0.3628,56.25,1,2
0.3483,0.36269999999999997,61.21,1,2
0.3394,0.36260000000000003,66.34,1,2
0.3305,0.36260000000000003,72.42,1,2
0.3216,0.3625,78.57,1,2
0.3128,0.3624,81.7,1,2
0.3039,0.3624,78.77,1,2
0.295,0.3623,70.03,1,2
0.2861,0.36219999999999997,59.64,1,2
0.2773,0.36210000000000003,52.59,1,2
0.26839999999999997,0.36210000000000003,51.14,1,2
0.2595,0.362,54.17,1,2
0.2506,0.3619,58.67,1,2
0.24180000000000001,0.3619,61.2,1,2
0.2329,0.3618,59.47,1,2
0.224,0.36169999999999997,54.11,1,2
0.21509999999999999,0.36160000000000003,48.58,1,2
0.2063,0.36160000000000003,46.04,1,2
0.1974,0.3615,46.55,1,2
0.1885,0.3614,47.81,1,2
0.17959999999999998,0.3614,47.7,1,2
0.1708,0.3613,45.63,1,2
0.16190000000000002,0.36119999999999997,42.3,1,2
0.153,0.36110000000000003,39.12,1,2
0.1441,0.36110000000000003,37.37,1,2
0.1353,0.361,37.29,1,2
0.1264,0.3609,38.03,1,2
0.1175,0.3609,38.47,1,2
0.10859999999999999,0.3608,37.99,1,2
0.0998,0.36069999999999997,36.64,1,2
0.09090000000000001,0.36060000000000003,34.87,1,2
0.082,0.36060000000000003,33.18,1,2
0.0731,0.3605,31.8,1,2
0.0643,0.3604,30.7,1,2
0.0554,0.3604,29.81,1,2
0.0465,0.3603,29.18,1,2
0.0376,0.36019999999999996,29.17,1,2
0.0288,0.36010000000000003,30.15,1,2
0.019899999999999998,0.36010000000000003,32.02,1,2
0.011,0.36,33.96,1,2
0.327,0.567,57.24,1,3
0.318,0.5672,56.28,1,3
0.309,0.5674,54.11,1,3
0.3,0.5676,51.51,1,3
0.291,0.5678,49.33,1,3
0.282,0.568,47.23,1,3
0.273,0.5682,44.33,1,3
0.264,0.5684,41.38,1,3
0.255,0.5686,40.92,1,3
0.246,0.5688,44.18,1,3
0.237,0.569,48.51,1,3
0.228,0.5692,49.37,1,3
0.219,0.5694,44.84,1,3
0.21,0.5696,37.43,1,3
0.201,0.5698,31.26,1,3
0.192,0.57,28.49,1,3
0.183,0.5702,28.47,1,3
0.174,0.5704,29.46,1,3
0.165,0.5706,30.26,1,3
0.156,0.5708,30.6,1,3
0.147,0.571,30.64,1,3
0.138,0.5712,30.61,1,3
0.129,0.5714,30.74,1,3
0.12,0.5716,31.34,1,3
0.111,0.5718,32.56,1,3
0.102,0.572,34.21,1,3
0.093,0.5722,35.79,1,3
0.084,0.5724,36.79,1,3
0.075,0.5726,36.85,1,3
0.066,0.5728,35.9,1,3
0.057,0.573,34.46,1,3
0.048,0.5732,33.39,1,3
0.039,0.5734,33.25,1,3
0.03,0.5736,33.73,1,3
0.021,0.5738,34.13,1,3
0.012,0.574,34.11,1,3
0.003,0.764,27.54,1,4
0.011800000000000001,0.7639,28.02,1,4
0.0206,0.7637999999999999,28.8,1,4
0.0294,0.7636000000000001,29.8,1,4
0.038200000000000005,0.7635,30.82,1,4
0.047,0.7634,31.56,1,4
0.055799999999999995,0.7633,31.76,1,4
0.06459999999999999,0.7631,31.38,1,4
0.0734,0.763,30.69,1,4
0.08220000000000001,0.7629,30.06,1,4
0.09090000000000001,0.7627999999999999,29.66,1,4
0.0998,0.7627,29.42,1,4
0.10859999999999999,0.7625,29.17,1,4
0.1173,0.7624,28.89,1,4
0.1261,0.7623,28.75,1,4
0.1349,0.7622000000000001,28.97,1,4
0.1437,0.762,29.61,1,4
0.1525,0.7619,30.33,1,4
0.1613,0.7617999999999999,30.64,1,4
0.1701,0.7617,30.38,1,4
0.1789,0.7615,30.15,1,4
0.18769999999999998,0.7614,30.84,1,4
0.1965,0.7613,32.98,1,4
0.2053,0.7612000000000001,36.43,1,4
0.21409999999999998,0.7611,40.63,1,4
0.22290000000000001,0.7609,45.32,1,4
0.2317,0.7607999999999999,51.06,1,4
0.2405,0.7607,58.81,1,4
0.24930000000000002,0.7606,67.98,1,4
0.2581,0.7604,75.23,1,4
0.26689999999999997,0.7603,76.5,1,4
0.2757,0.7602000000000001,71.08,1,4
0.2845,0.7601,62.78,1,4
0.2933,0.76,56.38,1,4
0.30210000000000004,0.7597999999999999,53.38,1,4
0.31089999999999995,0.7597,51.94,1,4
0.3196,0.7596,50.21,1,4
0.32839999999999997,0.7595,48.33,1,4
0.3372,0.7593,47.13,1,4
0.346,0.7592000000000001,46.16,1,4
0.3548,0.7591,43.92,1,4
0.36360000000000003,0.759,40.08,1,4
0.37239999999999995,0.7587999999999999,36.17,1,4
0.3812,0.7587,33.92,1,4
0.39,0.7586,33.58,1,4
0.3988,0.7585,34.31,1,4
0.4076,0.7584,35.16,1,4
0.4164,0.7582000000000001,35.34,1,4
0.42519999999999997,0.7581,34.37,1,4
0.434,0.758,32.66,1,4
0.471,0.957,29.84,1,5
0.4623,0.9571000000000001,29.98,1,5
0.4535,0.9572,31.27,1,5
0.44480000000000003,0.9572999999999999,32.92,1,5
0.436,0.9574,33.49,1,5
0.4273,0.9575,32.73,1,5
0.4185,0.9575,31.98,1,5
0.4098,0.9576,32.46,1,5
0.4011,0.9577,33.86,1,5
0.39230000000000004,0.9578,34.62,1,5
0.3836,0.9579,33.6,1,5
0.37489999999999996,0.958,31.02,1,5
0.36610000000000004,0.9581000000000001,28.21,1,5
0.3574,0.9582,26.43,1,5
0.3486,0.9582999999999999,25.88,1,5
0.3399,0.9584,25.96,1,5
0.3311,0.9585,26.01,1,5
0.32239999999999996,0.9586,25.85,1,5
0.3137,0.9587,25.68,1,5
0.3049,0.9588,25.68,1,5
0.29619999999999996,0.9588,25.84,1,5
0.2874,0.9589,26.03,1,5
0.2787,0.959,26.22,1,5
0.27,0.9591000000000001,26.49,1,5
0.2612,0.9592,26.95,1,5
0.2525,0.9592999999999999,27.52,1,5
0.2437,0.9594,28.06,1,5
0.235,0.9595,28.37,1,5
0.2263,0.9596,28.33,1,5
0.2175,0.9597,27.93,1,5
0.2088,0.9598,27.25,1,5
0.2,0.9599,26.45,1,5
0.1913,0.96,25.7,1,5
0.18259999999999998,0.96,25.22,1,5
0.1738,0.9601000000000001,25.29,1,5
0.1651,0.9602,25.98,1,5
0.15630000000000002,0.9602999999999999,26.95,1,5
0.14759999999999998,0.9604,27.72,1,5
0.1389,0.9605,28.11,1,5
0.1301,0.9606,28.3,1,5
0.12140000000000001,0.9607,28.43,1,5
0.11259999999999999,0.9608,28.51,1,5
0.1039,0.9609,28.49,1,5
0.09509999999999999,0.961,28.44,1,5
0.0864,0.9611000000000001,28.43,1,5
0.0777,0.9612,28.49,1,5
0.0689,0.9612999999999999,28.54,1,5
0.060200000000000004,0.9612999999999999,28.42,1,5
0.0514,0.9614,28.06,1,5
0.0427,0.9615,27.47,1,5
0.034,0.9616,26.78,1,5
0.0252,0.9617,26.16,1,5
0.0165,0.9618,25.75,1,5
0.0077,0.9619,25.6,1,5
-0.001,0.962,25.6,1,5
0.015,0.167,32.07,1,1
0.024399999999999998,0.167,30.96,1,1
0.0338,0.167,29.22,1,1
0.0432,0.167,27.64,1,1
0.0526,0.167,26.79,1,1
0.062,0.167,26.6,1,1
0.0714,0.167,26.72,1,1
0.0808,0.167,27,1,1
0.09029999999999999,0.167,27.5,1,1
0.0997,0.167,28.17,1,1
0.10909999999999999,0.167,28.68,1,1
0.1185,0.167,28.57,1,1
0.1279,0.167,27.68,1,1
0.1373,0.167,26.5,1,1
0.1467,0.167,25.85,1,1
0.1561,0.167,26.19,1,1
0.1655,0.167,27.43,1,1
0.1749,0.167,29.22,1,1
0.18430000000000002,0.167,31.26,1,1
0.19369999999999998,0.167,33.23,1,1
0.2031,0.167,34.84,1,1
0.2125,0.167,36.1,1,1
0.22190000000000001,0.167,37.19,1,1
0.2313,0.167,38.05,1,1
0.24080000000000001,0.167,38.26,1,1
0.2501,0.167,37.46,1,1
0.2596,0.167,35.76,1,1
0.269,0.167,33.53,1,1
0.2784,0.167,31.06,1,1
0.2878,0.167,28.56,1,1
0.29719999999999996,0.167,26.39,1,1
0.30660000000000004,0.167,25.02,1,1
0.316,0.167,24.55,1,1
0.006,0.587,35.42,0,1
0.0058,0.5961000000000001,35.59,0,1
0.0056,0.6051,35.79,0,1
0.0054,0.6142000000000001,35.52,0,1
0.0052,0.6232000000000001,34.34,0,1
0.005,0.6323,32.46,0,1
0.0048,0.6414,30.68,0,1
0.0046,0.6504,29.67,0,1
0.0044,0.6595,29.47,0,1
0.004200000000000001,0.6685,29.74,0,1
0.004,0.6776,30.29,0,1
0.0038,0.6867000000000001,31.04,0,1
0.0036,0.6957000000000001,31.54,0,1
0.0034,0.7048,31.2,0,1
0.0032,0.7138,29.88,0,1
0.003,0.7229,28.23,0,1
0.0028,0.732,27.09,0,1
0.0026,0.741,26.79,0,1
0.0024,0.7501,27.05,0,1
0.0022,0.7591,27.42,0,1
0.002,0.7682,27.71,0,1
0.0018,0.7773,28.01,0,1
0.0016,0.7863,28.48,0,1
0.0014,0.7954,29.03,0,1
0.0012,0.8044,29.44,0,1
0.001,0.8135,29.64,0,1
0.0008,0.8226,29.79,0,1
0.0006,0.8316,30.07,0,1
0.0004,0.8407,30.38,0,1
0.0002,0.8497,30.36,0,1
0,0.8588,29.86,0,1
-0.0002,0.8679,29.11,0,1
-0.0004,0.8769,28.57,0,1
-0.0006,0.886,28.52,0,1
-0.0008,0.895,28.8,0,1
-0.001,0.9041,28.91,0,1
-0.0012,0.9132,28.45,0,1
-0.0014,0.9222,27.53,0,1
-0.0016,0.9312999999999999,26.68,0,1
-0.0018,0.9402999999999999,26.22,0,1
-0.002,0.9494,25.95,0,1
-0.0022,0.9585,25.52,0,1
-0.0024,0.9675,24.92,0,1
-0.0026,0.9766,24.42,0,1
-0.0028,0.9856,24.15,0,1
-0.003,0.9947,24.13,0,1
-0.0032,1.0038,24.6,0,1
-0.0034,1.0128,25.93,0,1
-0.0036,1.0219,28.03,0,1
-0.0038,1.0309000000000001,30.11,0,1
-0.004,1.04,31.33,0,1
1.226,0.152,27.17,1,1
1.217,0.1522,28.33,1,1
1.2081,0.1524,29.77,1,1
1.1990999999999998,0.1527,30.55,1,1
1.1902000000000001,0.1529,30.4,1,1
1.1812,0.15309999999999999,29.98,1,1
1.1723,0.1534,29.99,1,1
1.1633,0.1536,30.47,1,1
1.1544,0.15380000000000002,30.91,1,1
1.1454000000000002,0.1541,30.91,1,1
1.1365,0.15430000000000002,30.68,1,1
1.1275,0.1545,30.95,1,1
1.1185999999999998,0.15480000000000002,32.19,1,1
1.1096,0.155,33.95,1,1
1.1007,0.15519999999999998,35.46,1,1
1.0917000000000001,0.1554,36.82,1,1
1.0828,0.15569999999999998,38.83,1,1
1.0737999999999999,0.1559,41.62,1,1
1.0649000000000002,0.1561,44.42,1,1
1.0559,0.1564,46.99,1,1
1.047,0.1566,50.12,1,1
1.038,0.15680000000000002,54.25,1,1
1.0291,0.157,58.56,1,1
1.0201,0.15730000000000002,61.78,1,1
1.0112,0.1575,63.12,1,1
1.0022,0.15769999999999998,62.35,1,1
0.9933,0.158,59.88,1,1
0.9843,0.15819999999999998,56.89,1,1
0.9753999999999999,0.1584,54.43,1,1
0.9663999999999999,0.1586,52.61,1,1
0.9575,0.1589,51.21,1,1
0.9485,0.1591,50.47,1,1
0.9396,0.15930000000000002,50.6,1,1
0.9306,0.1596,51.09,1,1
0.9217000000000001,0.1598,51.22,1,1
0.9127000000000001,0.16,51.11,1,1
0.9037999999999999,0.1603,51.45,1,1
0.8947999999999999,0.1605,52.21,1,1
0.8859,0.16069999999999998,52.39,1,1
0.8769,0.16090000000000002,51.29,1,1
0.868,0.16119999999999998,49.66,1,1
0.859,0.16140000000000002,48.67,1,1
0.8501000000000001,0.1616,48.41,1,1
0.8411000000000001,0.16190000000000002,47.97,1,1
0.8322,0.1621,47.08,1,1
0.8232,0.1623,46.48,1,1
0.8142999999999999,0.1626,46.67,1,1
0.8052999999999999,0.1628,47.48,1,1
0.7964,0.163,49.01,1,1
0.7874,0.16319999999999998,51.42,1,1
0.7785,0.1635,53.28,1,1
0.7695,0.16369999999999998,51.89,1,1
0.7605,0.16390000000000002,46.47,1,1
0.7516,0.16419999999999998,39.9,1,1
0.7427,0.16440000000000002,35.8,1,1
0.7337,0.1646,34.37,1,1
0.7248,0.16490000000000002,32.51,1,1
0.7158,0.1651,28.28,1,1
0.7068,0.1653,23.52,1,1
0.6979,0.1655,21.42,1,1
0.689,0.1658,22.5,1,1
0.68,0.166,24.48,1,1
2.54,0.151,83.74,1,1
2.5461,0.15109999999999998,82.91,1,1
2.5522,0.15109999999999998,81.73,1,1
2.5583,0.15109999999999998,80.5,1,1
2.5644,0.1512,79.14,1,1
2.5705,0.15130000000000002,77.48,1,1
2.5766,0.15130000000000002,75.76,1,1
2.5827,0.1514,75.07,1,1
2.5888,0.1514,77.42,1,1
2.5949,0.1514,84.88,1,1
2.601,0.1515,97.45,1,1
2.6071,0.15159999999999998,111.47,1,1
2.6132,0.15159999999999998,120.77,1,1
2.6193,0.15159999999999998,120.53,1,1
2.6254,0.1517,111.03,1,1
2.6315,0.15180000000000002,97.97,1,1
2.6376,0.15180000000000002,88.17,1,1
2.6437,0.1519,84.08,1,1
2.6498000000000004,0.1519,82.93,1,1
2.6559,0.1519,81.25,1,1
2.662,0.152,78.71,1,1
