%                      File README
%                      -----------
% 
% chscase  A collection of the data sets used in the book 
%          "A Casebook for a First Course in Statistics and Data Analysis,"
%          by Samprit Chatterjee, Mark S. Handcock and Jeffrey S. Simonoff,
%          John Wiley and Sons, New York, 1995. Submitted by 
%          Samprit Chatterjee (schatterjee@stern.nyu.edu),
%          Mark Handcock (mhandcock@stern.nyu.edu) and 
%          Jeff Simonoff (jsimonoff@stern.nyu.edu)
% 
% This submission consists of 38 files, plus this README file.
% Each file represents a data set analyzed in the book. The names
% of the files correspond to the names used in the book. The data
% files are written in plain ASCII (character) text. Missing
% values are represented by "M" in all data files.
% 
% More information about the data sets and the book can be
% obtained via gopher at the address
%                      swis.stern.nyu.edu
% 
% The information is filed under
%   ---> Academic Departments & Research Centers
%    ---> Statistics and Operations Research
%     ---> Publications
%      ---> A Casebook for a First Course in Statistics and Data Analysis
%       ---> Welcome!
% 
% It can also be accessed from the World Wide Web (WWW) using a
% WWW browser (e.g., netscape) starting from the URL address
%           http://www.stern.nyu.edu/SOR/Casebook
% 
% 
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the Chatterjee, Handcock and
% Simonoff reference above).
%
% File: census5.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation chscase-census5

@attribute col_1 REAL
@attribute col_2 REAL
@attribute col_3 REAL
@attribute col_4 REAL
@attribute col_5 REAL
@attribute col_6 REAL
@attribute col_7 REAL
@attribute col_8 REAL

@data
4.5397,4.7827,4.1418,4.1677,4.2543,4.1974,4.2645,4.2270
3.8246,4.6783,4.1518,4.1781,4.2883,4.2362,4.2353,4.2293
4.1421,4.0774,4.2826,4.3865,4.2500,4.2610,4.2096,4.2186
4.1500,4.4447,4.4222,4.1056,4.1626,4.2638,4.2323,4.2309
4.6285,4.1899,4.1705,4.1204,4.1587,4.1849,4.2643,4.2411
4.2270,3.9687,4.0708,4.2100,4.1969,4.2056,4.2248,4.2405
4.2296,4.3043,4.3373,4.1941,4.2432,4.2329,4.2197,4.2347
4.4571,4.0514,4.0733,4.1947,4.2540,4.2792,4.2353,4.2367
4.2990,4.3344,4.3466,4.1872,4.1623,4.2253,4.2257,4.2196
4.2393,4.3281,4.2631,4.2578,4.1936,4.1971,4.2372,4.2515
3.9214,4.1378,4.0510,4.1960,4.1886,4.2214,4.2157,4.2423
4.5691,4.1628,4.2700,4.2361,4.2613,4.2300,4.2703,4.2170
4.2415,4.2277,4.2717,4.3053,4.2580,4.2518,4.1987,4.2397
4.1257,4.0837,4.2233,4.1953,4.2513,4.1994,4.2303,4.2442
3.8599,4.3695,4.2591,4.1873,4.2668,4.1948,4.2711,4.2405
4.1305,3.9502,4.2494,4.1721,4.1791,4.2394,4.2430,4.2219
4.2911,4.4826,4.1543,4.1726,4.3372,4.2791,4.2379,4.2366
4.5031,4.1716,4.2550,4.2196,4.2478,4.2025,4.2160,4.2393
4.2653,4.2170,4.1155,4.4011,4.2002,4.1649,4.1924,4.2188
4.2063,4.4241,4.3534,4.1537,4.1906,4.2241,4.2647,4.2086
4.2916,4.4019,4.2223,4.2958,4.2683,4.1599,4.2505,4.2155
4.2129,4.0796,4.2558,4.2685,4.3436,4.2415,4.2266,4.2420
4.4929,3.9924,4.3543,4.2061,4.2957,4.1848,4.2260,4.2264
4.2489,4.2424,4.2815,4.2910,4.3179,4.2690,4.2613,4.1960
4.2010,4.4327,4.4956,4.3481,4.3732,4.2924,4.2435,4.2239
3.8787,4.2447,4.0713,4.2150,4.2176,4.2378,4.2133,4.2359
3.9866,4.0578,4.1901,4.3063,4.1926,4.2903,4.1970,4.2397
4.6023,4.2137,4.3151,4.2537,4.1817,4.3262,4.2266,4.2328
4.4559,4.6347,4.4439,4.1826,4.1939,4.2525,4.2204,4.2443
4.1478,4.4424,4.0173,4.1812,4.1480,4.2370,4.2232,4.2034
4.0244,4.4069,4.1291,4.1932,4.2337,4.1765,4.1908,4.2239
3.9219,4.3123,4.2243,4.2807,4.1944,4.2387,4.2626,4.2280
4.0180,4.4023,4.3051,4.3057,4.3471,4.2749,4.2306,4.2396
4.2028,4.1533,4.2539,4.2177,4.1939,4.2417,4.2466,4.2120
4.4209,4.2932,4.3700,4.0835,4.2195,4.2224,4.1857,4.2183
4.4055,4.1824,4.3541,4.1659,4.1635,4.2208,4.2408,4.2237
4.0355,4.3802,4.3377,4.1955,4.1893,4.2376,4.2519,4.2026
4.0886,4.2718,4.1226,4.1359,4.2229,4.2347,4.2502,4.2468
4.1957,4.3350,4.2844,4.2286,4.1510,4.2240,4.2419,4.2155
4.2447,3.9732,4.2382,4.2404,4.1520,4.2496,4.2182,4.2378
4.3799,4.3167,4.4251,4.1161,4.3111,4.2383,4.1994,4.2218
3.9243,4.6437,4.0140,4.2144,4.1632,4.3141,4.2877,4.2372
4.2420,4.4129,4.4468,4.3673,4.3767,4.2233,4.2188,4.2420
4.0677,4.1201,4.1706,4.2491,4.2141,4.2675,4.2621,4.2221
3.8949,4.1671,4.3173,4.4257,4.2655,4.1928,4.2590,4.2265
4.2220,4.2716,4.5153,4.2785,4.1514,4.2737,4.2399,4.2260
3.9763,4.2155,4.3614,4.3740,4.2692,4.2438,4.2429,4.2368
3.9935,4.0693,4.2120,4.1615,4.2690,4.2497,4.2169,4.2405
4.0613,4.3139,4.2561,4.0660,4.2812,4.2221,4.1903,4.2336
4.3795,4.3514,4.0675,4.1771,4.2784,4.2252,4.2568,4.2470
4.2415,4.2381,4.1232,4.1204,4.2262,4.2904,4.1916,4.2184
4.1943,4.4060,4.2815,4.0351,4.2305,4.1856,4.1594,4.2290
4.3819,4.1962,3.9573,4.1149,4.2521,4.2553,4.2027,4.2311
4.3517,4.2645,4.2496,4.2192,4.2820,4.2255,4.1985,4.2285
4.2776,4.2335,4.2638,4.2235,4.2277,4.1915,4.2934,4.2242
4.6235,4.0302,4.1919,4.2832,4.2344,4.1437,4.2433,4.2265
4.5983,4.4380,4.2398,4.2191,4.2277,4.2214,4.2605,4.1993
4.6089,4.3355,4.1860,4.3611,4.1606,4.2422,4.2910,4.2390
4.0633,4.5346,4.2379,4.1510,4.1981,4.2828,4.1903,4.2460
4.2257,4.4284,4.4126,4.3783,4.2397,4.1993,4.1976,4.2172
4.3125,4.3922,4.3823,4.2087,4.2221,4.2728,4.1711,4.2489
4.2285,3.9482,4.1759,4.2639,4.2359,4.1934,4.2173,4.2327
4.4609,4.2552,4.1434,4.1720,4.2071,4.2268,4.1802,4.2187
4.5368,4.0470,4.1432,4.1717,4.1500,4.2187,4.2108,4.2362
4.4139,4.3600,4.2767,4.1525,4.3269,4.2162,4.2191,4.2183
4.2611,4.1654,4.3165,4.1877,4.2319,4.2958,4.2557,4.2394
3.7709,4.4665,4.2622,4.2962,4.1474,4.2387,4.2613,4.2218
4.3551,4.3620,4.0358,4.1755,4.3185,4.2507,4.2051,4.2337
4.1421,3.9292,4.0306,4.1671,4.2671,4.2319,4.2602,4.2186
4.0657,4.2363,4.3642,4.2904,4.2276,4.3037,4.2762,4.2148
2.7143,4.2536,4.2422,4.1862,4.1574,4.2206,4.2134,4.2265
4.4546,4.2450,4.2598,4.4312,4.2659,4.2957,4.2631,4.2422
3.9569,3.9779,4.3941,4.2354,4.1933,4.2022,4.2183,4.2288
4.7661,4.4747,4.3292,4.2031,4.2571,4.1832,4.2138,4.2561
4.1092,4.2288,4.4048,4.3527,4.1789,4.2323,4.2012,4.2261
4.1424,4.1896,4.2697,3.9739,4.3122,4.2905,4.2482,4.2309
4.3709,4.3451,4.2195,4.2863,4.1597,4.1987,4.2184,4.2415
4.4696,4.5222,4.3918,4.3667,4.2195,4.2041,4.2339,4.2309
4.2237,4.3788,4.1149,4.2017,4.2172,4.1899,4.2175,4.2422
3.8186,3.9990,4.2193,4.2195,4.2610,4.2165,4.2448,4.2097
4.4181,4.0252,3.9968,4.3867,4.1797,4.2447,4.1923,4.2311
4.5344,4.4239,4.2563,4.1778,4.3294,4.2268,4.2371,4.2276
4.6529,4.1325,4.2431,4.2968,4.2722,4.1748,4.1965,4.2470
4.3597,4.2653,4.2064,4.2291,4.2776,4.2339,4.2580,4.2261
4.1091,4.2866,4.0757,4.3544,4.1918,4.1765,4.2477,4.2182
4.1430,4.2643,4.0441,4.2936,4.1608,4.2431,4.2309,4.2241
4.4957,4.2975,4.1621,4.1669,4.2437,4.1808,4.1880,4.2084
4.3352,4.4105,4.2002,4.1589,4.2221,4.2045,4.2488,4.2302
4.1362,4.1735,4.0716,4.2210,4.2272,4.2784,4.2052,4.1970
4.2126,4.4446,4.1545,4.3068,4.2237,4.2085,4.1828,4.2281
3.8410,4.3928,4.3435,4.1378,4.1769,4.2510,4.2585,4.2337
4.1332,4.1337,4.3806,4.1476,4.2218,4.2717,4.2396,4.2173
4.4586,4.2365,4.3006,4.2629,4.1740,4.2543,4.2100,4.2221
4.2767,4.4357,4.4100,4.0171,4.2468,4.1619,4.2278,4.2414
4.1555,4.4876,4.2782,4.3126,4.1940,4.1713,4.2128,4.2443
3.9774,4.1096,4.2269,4.4313,4.2269,4.2836,4.2366,4.2270
3.7954,4.0229,4.1553,4.1779,4.1254,4.2239,4.2610,4.2417
4.2354,4.3218,4.2177,4.3173,4.2025,4.2765,4.2663,4.2121
4.4567,4.3689,4.3752,4.2901,4.3147,4.2045,4.1822,4.2091
4.0853,4.4784,4.2431,4.2365,4.2054,4.2548,4.2448,4.2361
4.2680,4.2894,4.3306,4.0946,4.1828,4.2190,4.2420,4.2221
4.2270,4.3472,4.1133,4.2536,4.2617,4.2535,4.2421,4.2448
4.4644,4.0149,4.1403,4.2798,4.2015,4.1604,4.2673,4.2387
4.3140,4.3853,4.2691,4.2073,4.1504,4.2310,4.2480,4.2322
4.0344,4.0490,4.2140,4.1573,4.3241,4.1944,4.2277,4.2537
4.3316,4.4796,4.3856,4.2873,4.2302,4.2598,4.2087,4.2195
4.4359,4.0682,4.0960,4.2934,4.1588,4.2327,4.2287,4.2281
4.3546,4.1815,4.3319,4.1747,4.2570,4.2272,4.2624,4.2352
4.9522,4.5680,4.1216,4.2226,4.2206,4.2081,4.2526,4.2364
4.0188,3.9431,4.1762,4.1915,4.2571,4.1796,4.1924,4.2347
4.3129,4.1330,4.2328,4.2796,4.2165,4.3002,4.2606,4.2133
3.9466,4.3795,4.4663,4.2859,4.2615,4.1834,4.2289,4.2221
4.0930,3.8562,4.4021,4.1727,4.1214,4.2014,4.2355,4.2172
4.3529,4.4438,4.1932,4.1323,4.1877,4.1779,4.2397,4.2337
4.1309,4.3628,4.3277,4.1189,4.2218,4.1541,4.2503,4.2239
4.4001,4.4079,4.2869,3.9896,4.2034,4.2083,4.2441,4.2218
4.1628,4.1579,4.3987,4.3035,4.2637,4.2416,4.2400,4.2537
4.4678,4.4817,4.1986,4.2022,4.2269,4.2588,4.2863,4.2188
3.9280,4.6685,4.2534,4.1893,4.1725,4.1807,4.2237,4.2367
4.3667,4.1649,4.2058,4.1522,4.3475,4.2175,4.2111,4.2418
4.3564,4.0207,4.2612,4.3760,4.2580,4.2522,4.2271,4.2465
4.4102,4.2351,4.4198,4.2192,4.3015,4.2655,4.2388,4.2327
4.3243,4.5331,4.2359,4.1402,4.2617,4.1416,4.2532,4.2337
4.0647,4.1314,4.2392,4.3093,4.2601,4.2643,4.2556,4.2324
4.4188,4.1826,4.2834,4.3285,4.2657,4.1963,4.2511,4.2326
4.5318,4.2100,4.1813,4.2749,4.2359,4.2682,4.2213,4.2184
3.9428,4.4330,4.2912,4.2316,4.2359,4.2005,4.1989,4.2290
4.0939,4.3370,4.1868,4.3308,4.1484,4.2547,4.2401,4.2415
4.1528,4.1976,4.1951,4.1638,4.2549,4.1863,4.2347,4.2477
4.5435,4.2821,4.3156,4.3535,4.1954,4.2059,4.1928,4.2280
4.1881,4.1607,4.1606,4.1850,4.2977,4.2700,4.1642,4.2393
4.2536,4.4121,4.2307,4.1955,4.0664,4.2444,4.1985,4.2242
4.5049,4.4035,4.5269,4.3328,4.2530,4.1900,4.2192,4.2391
4.1584,4.2173,4.1559,4.1691,4.2623,4.2033,4.2427,4.2280
4.2641,4.0809,4.4323,4.2485,4.2377,4.2349,4.2147,4.2319
4.3000,4.2053,4.0173,4.2396,4.2452,4.2372,4.2826,4.2281
4.1797,4.0580,4.0390,4.2596,4.2639,4.2349,4.2250,4.1964
4.2479,4.1636,4.2903,4.2910,4.1745,4.1846,4.2603,4.2227
4.2241,4.5263,4.3929,4.3003,4.2770,4.1679,4.2144,4.2172
4.5545,4.4064,4.2158,4.2558,4.2264,4.2657,4.1524,4.2401
4.1877,4.0765,4.2833,4.2411,4.2394,4.1506,4.1933,4.2537
3.9841,4.3080,4.2429,4.2698,4.3276,4.2324,4.1910,4.2153
4.0557,4.0958,4.3689,4.1481,4.3276,4.2105,4.2347,4.2296
4.1598,4.4259,3.9171,4.3614,4.2916,4.2751,4.2756,4.2302
4.1081,4.1905,4.1635,4.1950,4.2680,4.1781,4.2497,4.2183
4.3376,4.4690,4.1990,4.2392,4.1085,4.2107,4.2493,4.2375
4.2749,4.2549,4.2948,4.2311,4.1649,4.2949,4.1960,4.2257
4.1343,4.5505,4.2907,4.2212,4.2097,4.2107,4.2384,4.2337
4.3702,4.6724,4.2779,4.2700,4.3360,4.3263,4.1906,4.2608
3.9891,4.1738,4.4115,4.2309,4.2456,4.2302,4.2030,4.2321
3.9320,4.2354,4.1199,4.2604,4.2252,4.2069,4.2458,4.2403
4.5523,4.1219,4.0529,4.4543,4.2514,4.2579,4.1876,4.2227
4.4448,4.1154,4.1743,4.3190,4.2170,4.3245,4.2356,4.2288
3.7969,4.3612,4.3317,4.2949,4.1960,4.2035,4.2695,4.2359
3.5709,4.1491,4.4394,4.3587,4.2864,4.2158,4.1864,4.2065
4.0613,4.3259,4.2586,4.2129,4.1643,4.2130,4.2518,4.2355
4.1668,3.9513,4.3388,4.2973,4.1821,4.2397,4.2365,4.2406
4.2489,4.3583,4.1270,4.2188,4.2186,4.2688,4.2099,4.2319
4.5047,4.5449,4.1368,4.3201,4.1628,4.1807,4.1938,4.2282
4.0515,4.3450,3.9004,4.1572,4.2081,4.1935,4.2485,4.2167
4.3584,4.4060,4.1157,4.2009,4.2292,4.2200,4.2312,4.2269
4.0989,4.3642,4.1674,4.1831,4.3759,4.2611,4.2267,4.2021
4.1936,4.3509,4.1027,4.2097,4.1505,4.1963,4.2585,4.2261
4.0233,4.1875,4.1033,4.2649,4.2068,4.2311,4.2737,4.2284
4.4485,4.1656,4.3706,4.4555,4.2030,4.2786,4.2563,4.2348
4.4521,4.6068,4.2015,4.3613,4.3311,4.2309,4.1956,4.2347
4.0407,4.1360,4.2778,4.2300,4.1915,4.2211,4.2644,4.2282
3.9682,4.3118,4.2782,4.2595,4.3436,4.2712,4.2379,4.2420
4.4709,4.3898,4.1057,4.0973,4.2811,4.1827,4.2047,4.2188
4.4075,4.2549,4.2532,4.2386,4.1382,4.2488,4.2521,4.2491
4.2265,4.0949,4.3251,4.2315,4.1427,4.2429,4.2305,4.2387
4.2856,4.3867,4.2481,4.2666,4.2126,4.1604,4.2029,4.2388
4.0651,4.0967,4.2812,4.3578,4.2820,4.2394,4.1901,4.2232
4.3400,4.3694,4.3606,4.2327,4.2793,4.3002,4.2187,4.2420
4.3777,4.2470,4.5426,4.0715,4.1265,4.2471,4.1988,4.2269
4.1554,4.5270,4.1300,4.2509,4.2243,4.2492,4.2110,4.2243
4.5097,4.2966,4.3069,4.2272,4.2657,4.3695,4.2406,4.2085
4.6399,4.2726,4.2398,4.0565,4.1538,4.1661,4.2482,4.2017
4.3291,4.3291,4.4883,4.3200,4.2580,4.2607,4.2157,4.2364
4.5405,4.3090,4.3038,4.2172,4.1515,4.1973,4.2415,4.2276
3.7040,4.4906,4.4903,4.1581,4.2410,4.3459,4.2726,4.2017
4.6447,4.4475,4.2661,4.1310,4.2883,4.2438,4.2585,4.2355
4.4242,4.2439,4.2013,4.2500,4.2254,4.1960,4.2026,4.2432
3.9439,4.1045,4.3247,4.2327,4.1438,4.2501,4.2439,4.2367
3.9654,4.5111,4.2422,4.3615,4.2456,4.2473,4.2146,4.2396
4.5066,4.2071,4.1270,4.1839,4.3728,4.2703,4.1927,4.2490
4.1428,4.2181,4.3925,4.1926,4.2488,4.2471,4.2658,4.2309
4.5258,4.4199,4.0621,4.2471,4.2396,4.2062,4.2162,4.2151
4.3827,4.4333,4.2986,4.3536,4.1995,4.1908,4.2055,4.2364
4.0271,4.2567,4.2978,4.3205,4.2500,4.2053,4.2147,4.2255
4.6597,4.2950,4.2851,4.1637,4.1954,4.2203,4.2572,4.2221
4.0793,4.1189,4.4772,4.2355,4.2276,4.1933,4.2026,4.2227
4.4875,4.2957,4.0403,4.4055,4.3212,4.2499,4.2463,4.2330
4.6235,4.2062,4.3323,4.2939,4.2401,4.1790,4.2306,4.2172
3.8816,3.9769,4.2013,4.1931,4.2944,4.2416,4.2061,4.2155
4.2471,4.4220,4.3118,4.2462,4.2364,4.1596,4.2603,4.2276
4.3877,4.4521,4.1502,4.2125,4.2344,4.2805,4.2207,4.2276
4.1919,4.0968,4.2282,4.2386,4.1487,4.2089,4.2296,4.2411
4.1456,4.1764,4.2618,4.2170,4.3150,4.2736,4.2889,4.2331
4.3100,4.2573,4.2677,4.2025,4.2876,4.1339,4.2423,4.2229
4.2483,4.3993,4.2118,4.3993,4.2000,4.2219,4.2569,4.2284
4.5621,4.4315,4.2450,4.2664,4.3015,4.2418,4.2532,4.2394
4.7788,4.0580,4.2258,4.1579,4.2701,4.2423,4.2504,4.2469
4.3777,4.2110,4.2681,4.3617,4.3564,4.2237,4.2188,4.2448
3.9158,4.1120,4.3430,4.3244,4.3261,4.3474,4.2583,4.2227
3.9956,4.2760,4.1298,4.2970,4.1531,4.2157,4.2500,4.2464
4.4006,4.3018,4.2856,4.1540,4.1937,4.1909,4.1946,4.2412
4.5586,4.5282,4.2435,4.3485,4.2689,4.1510,4.2415,4.2488
4.5404,4.2685,4.1693,4.3305,4.2337,4.2395,4.1944,4.2239
4.0880,4.0902,4.2068,4.2934,4.2471,4.2119,4.2439,4.2445
4.0895,4.3001,4.2990,4.3637,4.1960,4.2723,4.2433,4.2212
3.9689,4.4479,4.0121,4.2590,4.2448,4.1906,4.2387,4.2280
4.2970,4.4216,4.2652,4.2980,4.2512,4.2889,4.2501,4.2432
4.0941,4.3074,4.1324,4.2704,4.2651,4.2506,4.1934,4.2265
4.4419,4.1007,4.3380,4.1503,4.2513,4.1941,4.2393,4.2241
4.4195,4.5173,4.1582,4.3740,4.2151,4.3724,4.2496,4.2475
3.7999,4.2712,4.2544,4.3182,4.2327,4.1474,4.1792,4.2530
4.0908,4.4341,4.0310,4.1315,4.1592,4.2151,4.2256,4.2293
4.4527,4.3606,4.1774,4.1567,4.2580,4.1678,4.2225,4.2362
4.3254,4.4986,4.3583,4.1828,4.2196,4.2459,4.1724,4.2368
3.6625,4.5446,4.3022,4.3413,4.1538,4.1717,4.2574,4.2448
4.8048,4.1161,4.0834,4.1809,4.1936,4.2068,4.2304,4.2432
4.4986,4.3993,4.2033,4.2957,4.2857,4.1935,4.2861,4.2170
4.3349,4.1653,4.2391,4.2391,4.2265,4.2332,4.2525,4.2232
4.4809,3.9424,4.1531,4.2319,4.3373,4.2278,4.2578,4.2475
4.1513,4.7688,4.2603,4.1802,4.1723,4.2761,4.2130,4.2252
4.3658,4.2157,4.2686,4.1554,4.1238,4.2270,4.1936,4.2406
4.1650,3.7988,4.4352,4.2155,4.1163,4.2470,4.2621,4.2276
3.8863,4.4164,4.0618,4.2514,4.1913,4.2638,4.2867,4.2393
4.0550,4.2197,4.1289,4.2144,4.1918,4.1956,4.1961,4.2322
4.3358,4.3652,4.3728,4.2962,4.2776,4.2258,4.2269,4.2364
4.3762,4.3161,4.1546,4.1077,4.2196,4.2809,4.2173,4.2285
3.8622,4.3585,4.3147,4.2864,4.1983,4.2436,4.1970,4.2465
4.1822,4.2438,4.3912,4.3840,4.1317,4.2124,4.1993,4.2443
3.9445,4.3984,4.1107,4.2294,4.2477,4.1938,4.2319,4.2227
3.8192,4.4430,4.2937,4.2198,4.2206,4.3446,4.2327,4.2490
4.0895,4.2078,4.1684,4.3667,4.2529,4.2155,4.2173,4.2477
4.3739,4.0987,4.3262,4.2073,4.2394,4.2405,4.2504,4.2317
4.2171,4.2258,4.0092,4.3596,4.1893,4.2667,4.2648,4.2444
3.9599,4.4119,4.2190,4.1835,4.2028,4.2269,4.1849,4.2272
4.0625,4.3116,4.2537,4.2407,4.1597,4.2231,4.2278,4.2355
4.0554,3.8700,4.2909,4.2003,4.3249,4.2888,4.2614,4.2488
4.4192,4.0655,4.2341,4.2100,4.2622,4.2033,4.2394,4.2355
3.9813,4.3011,4.4090,4.1687,4.1918,4.2273,4.2568,4.2206
4.0860,4.2427,4.1559,4.1735,4.2021,4.2636,4.2070,4.2397
4.1771,4.2636,4.3040,4.1660,4.2419,4.2016,4.2299,4.2261
3.7901,4.3003,4.1906,4.2429,4.1987,4.2860,4.2004,4.2195
4.2530,4.4051,4.1770,4.2260,4.1637,4.2705,4.2264,4.2276
4.1623,4.2730,4.1264,4.2651,4.3104,4.2521,4.1869,4.2098
3.9679,4.2168,4.3935,4.2694,4.1891,4.2270,4.2146,4.2033
4.1843,3.9738,4.4129,4.3711,4.2659,4.2343,4.2089,4.2441
4.3933,4.2608,4.1790,4.2926,4.2771,4.3320,4.2096,4.2155
4.3237,4.1389,4.4071,4.2698,4.2021,4.2116,4.2070,4.2403
3.8895,4.4494,4.4933,4.3296,4.2377,4.1978,4.2589,4.2280
4.3533,4.4004,4.5393,4.3250,4.2000,4.2653,4.2449,4.2388
4.1089,4.1036,4.2804,4.0768,4.1176,4.2783,4.1969,4.2321
3.8349,4.7350,4.4627,4.4403,4.3742,4.1905,4.1790,4.2281
4.4578,4.2023,4.2664,4.3875,4.2015,4.2742,4.2552,4.2272
4.2540,4.2877,4.3685,4.3572,4.1746,4.1881,4.2458,4.2129
4.3370,4.0634,4.2082,4.2164,4.2226,4.2575,4.2593,4.2051
4.2602,3.9669,4.1102,4.1596,4.1904,4.2663,4.2052,4.2422
4.3615,4.4219,4.3332,4.1374,4.2611,4.2832,4.2395,4.2432
4.1511,4.4643,4.2862,4.2015,4.2239,4.2052,4.2765,4.2186
3.9483,3.9850,4.4834,4.2740,4.1927,4.2262,4.1982,4.2387
4.1391,4.3001,3.9646,4.2873,4.3198,4.2412,4.2506,4.2477
4.1600,4.1827,4.2063,4.3784,4.2944,4.2196,4.2275,4.2084
4.3670,4.4238,3.9966,4.3008,4.2183,4.2936,4.2440,4.2141
4.0799,4.1159,4.2515,4.1971,4.2612,4.2770,4.2593,4.2321
4.2010,4.1675,4.2548,4.3163,4.2141,4.2255,4.2423,4.2317
4.0808,4.1022,4.1011,4.2795,4.2202,4.2356,4.2350,4.2221
