% 
% This contains most of the data and all of the large
% data sets from "Log-Linear Models and Logistic Regression"
% by Ronald Christensen (1997, Second Edition, Springer-Verlag).
% The individual files correspond to either data files described 
% in the book or to numbered tables in the book.  
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@stat.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: cushing.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-llm-cushing

@attribute col_1 INTEGER
@attribute col_2 REAL
@attribute col_3 REAL

@data
1,3.1,11.70
1,3.0,1.30
1,1.9,0.10
1,3.8,0.04
1,4.1,1.10
1,1.9,0.40
2,8.3,1.00
2,3.8,0.20
2,3.9,0.60
2,7.8,1.20
2,9.1,0.60
2,15.4,3.60
2,7.7,1.60
2,6.5,0.40
2,5.7,0.40
2,13.6,1.60
3,10.2,6.40
3,9.2,7.90
3,9.6,3.10
3,53.8,2.50
3,15.8,7.60
