% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/tab4-6.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-tab4-6

@attribute col_1 {1,2}
@attribute col_2 REAL

@data
1,14.8
1,7.3
1,5.6
1,6.3
1,9.0
1,4.2
1,10.6
1,12.5
1,12.9
1,16.1
1,11.4
1,2.7
2,12.7
2,16.9
2,7.6
2,2.4
2,6.2
2,9.9
2,14.2
2,7.9
2,11.3
2,6.4
2,6.1
2,10.6
2,12.6
2,16.0
2,8.3
2,9.1
2,15.3
2,14.8
2,2.1
2,10.6
2,6.7
2,6.7
2,10.6
2,5.0
2,17.7
2,5.6
2,3.6
2,18.6
2,1.8
2,2.6
2,11.8
2,5.6
2,1.0
2,3.2
2,5.9
2,4.0
