% 
% This contains most of the data and all of the large
% data sets from "Log-Linear Models and Logistic Regression"
% by Ronald Christensen (1997, Second Edition, Springer-Verlag).
% The individual files correspond to either data files described 
% in the book or to numbered tables in the book.  
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@stat.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: abort.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-llm-abort

@attribute col_1 {1,2}
@attribute col_2 {1,2}
@attribute col_3 INTEGER
@attribute col_4 INTEGER
@attribute col_5 INTEGER

@data
1,1,1,1,96
1,1,1,2,44
1,1,1,3,1
1,1,2,1,138
1,1,2,2,64
1,1,2,3,2
1,1,3,1,117
1,1,3,2,56
1,1,3,3,6
1,1,4,1,75
1,1,4,2,48
1,1,4,3,5
1,1,5,1,72
1,1,5,2,49
1,1,5,3,6
1,1,6,1,83
1,1,6,2,60
1,1,6,3,8
1,2,1,1,140
1,2,2,1,171
1,2,3,1,152
1,2,4,1,101
1,2,5,1,102
1,2,6,1,111
1,2,1,2,43
1,2,2,2,65
1,2,3,2,58
1,2,4,2,51
1,2,5,2,58
1,2,6,2,67
1,2,1,3,1
1,2,2,3,4
1,2,3,3,9
1,2,4,3,9
1,2,5,3,10
1,2,6,3,16
2,1,1,1,24
2,1,2,1,18
2,1,3,1,16
2,1,4,1,12
2,1,5,1,6
2,1,6,1,4
2,1,1,2,5
2,1,2,2,7
2,1,3,2,7
2,1,4,2,6
2,1,5,2,8
2,1,6,2,10
2,1,1,3,2
2,1,2,3,1
2,1,3,3,3
2,1,4,3,4
2,1,5,3,3
2,1,6,3,4
2,2,1,1,21
2,2,2,1,25
2,2,3,1,20
2,2,4,1,17
2,2,5,1,14
2,2,6,1,13
2,2,1,2,4
2,2,2,2,6
2,2,3,2,5
2,2,4,2,5
2,2,5,2,5
2,2,6,2,5
2,2,1,3,1
2,2,2,3,2
2,2,3,3,1
2,2,4,3,1
2,2,5,3,1
2,2,6,3,1
