% 
% This contains most of the data and all of the large
% data sets from "Log-Linear Models and Logistic Regression"
% by Ronald Christensen (1997, Second Edition, Springer-Verlag).
% The individual files correspond to either data files described 
% in the book or to numbered tables in the book.  
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@stat.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: tab2-3.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-llm-tab2-3

@attribute col_1 INTEGER
@attribute col_2 INTEGER
@attribute col_3 INTEGER

@data
1,3537,3743
2,3407,3550
3,3866,4017
4,3711,4173
5,3775,4117
6,3665,3944
7,3621,3964
8,3596,3797
9,3491,3712
0,3391,3512
11,3160,3392
12,3371,3761
