% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/tab9-11.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-tab9-11

@attribute col_1 INTEGER
@attribute col_2 INTEGER
@attribute col_3 INTEGER

@data
1,1,8
1,2,6
1,3,10
1,4,4
1,5,11
3,1,12
3,2,9
3,3,13
3,4,6
3,5,15
5,1,7
5,2,7
5,3,9
5,4,5
5,5,9
7,1,12
7,2,10
7,3,14
7,4,6
7,5,13
2,1,7
2,2,5
2,3,11
2,4,5
2,5,10
4,1,10
4,2,8
4,3,12
4,4,3
4,5,11
6,1,8
6,2,6
6,3,10
6,4,4
6,5,7
8,1,11
8,2,9
8,3,12
8,4,5
8,5,9
