%                      File README
%                      -----------
% 
% smoothmeth  A collection of the data sets used in the book "Smoothing
%             Methods in Statistics," by Jeffrey S. Simonoff,
%             Springer-Verlag, New York, 1996. Submitted by Jeff
%             Simonoff (jsimonoff@stern.nyu.edu).
% 
% 
% This submission consists of 37 files, plus this README file.
% Each file represents a data set analyzed in the book.
% The names of the files correspond to the names given in
% the book. The data files are written in plain ASCII (character)
% text. Missing values are represented by "M" in all data files.
% 
% Several of the files include an alphabetic (labeling) variable. It is
% likely that these files would have to be input into a package using fixed,
% rather than free, format. The relevant files, along with appropriate
% Fortran format statements, are as follows:
% 
%    adptvisa.dat: (f10.4,4x,f7.4,3x,a20)
% 
%    airaccid.dat: (i3,3x,a34)
% 
%    basesal.dat : (f8.1,4x,a17)
% 
%    baskball.dat: (f7.4,4x,f6.4,3x,i3,4x,f5.2,3x,i2,3x,a17)
% 
%    cars93.dat  : (f5.1,2x,i2,2x,i2,3x,f3.1,2x,i3,3x,f4.1,2x,i4,2x,a21)
% 
%    elusage.dat : (i4,3x,f7.3,2x,a7)
% 
%    hckshoot.dat: (f7.3,4x,i1,4x,a20)
% 
%    jantemp.dat : (i6,3x,a30)
% 
%    marathon.dat: (f10.2,4x,a27)
% 
%    newscirc.dat: (f8.2,3x,f7.2,2x,a25)
% 
%    racial.dat  : (f7.4,4x,a32)
% 
%    safewatr.dat: (i5,3x,i3,3x,a26)
% 
%    schlvote.dat: (i3,4x,f5.2,2x,i8,4x,f4.1,5x,f5.2,2x,i7,2x,a25)
% 
% Description of data sources, and further information about the data sets,
% can be found in the "Descriptions of the data sets" section of the book.
% Pointing a World Wide Web browser to the URL
% 
%             http://www.stern.nyu.edu/SOR/SmoothMeth
% 
% will provide access to a site devoted to the book.
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the reference above).
% 
%
% File: ../data/smoothmeth/mbagrade.dat
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation smoothmeth-mbagrade

@attribute col_1 {0,1}
@attribute col_2 INTEGER
@attribute col_3 REAL

@data
0,590,3.252
0,550,3.329
1,680,3.319
0,520,3.133
0,560,2.986
0,540,3.505
1,500,2.648
1,600,3.090
0,440,3.205
0,680,3.876
0,520,3.376
0,610,3.667
0,490,3.195
0,620,2.957
0,580,3.114
0,600,2.968
1,420,2.533
0,590,3.324
0,570,3.681
0,640,3.757
0,540,3.481
0,530,3.457
0,660,3.890
0,540,3.586
0,570,3.433
0,710,3.613
0,450,2.733
1,480,2.755
0,650,2.643
0,580,3.535
1,630,3.256
0,590,3.557
1,550,2.985
1,590,3.100
1,610,3.238
0,490,3.235
0,600,3.633
0,570,3.225
0,580,3.225
0,520,3.376
0,610,3.379
0,620,3.393
0,530,3.224
0,670,3.776
0,550,3.367
0,530,3.148
1,500,3.267
0,570,3.905
0,570,2.829
1,640,3.338
0,600,3.329
0,550,3.381
0,720,3.476
1,570,3.005
0,570,2.819
1,610,3.362
0,530,2.976
0,720,3.720
0,580,3.409
0,610,2.835
0,470,3.905
