% 
% This contains most of the data and all of the large
% data sets from "Log-Linear Models and Logistic Regression"
% by Ronald Christensen (1997, Second Edition, Springer-Verlag).
% The individual files correspond to either data files described 
% in the book or to numbered tables in the book.  
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@stat.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: tab2-5.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-llm-tab2-5

@attribute col_1 INTEGER
@attribute col_2 INTEGER
@attribute col_3 INTEGER

@data
1,1,17
2,1,23
3,1,42
4,1,16
5,1,18
6,1,10
7,1,4
8,1,0
1,2,27
2,2,34
3,2,42
4,2,25
5,2,38
6,2,32
7,2,19
8,2,2
1,3,45
2,3,61
3,3,69
4,3,41
5,3,66
6,3,73
7,3,39
8,3,13
1,4,50
2,4,66
3,4,117
4,4,75
5,4,77
6,4,80
7,4,52
8,4,18
1,5,27
2,5,36
3,5,72
4,5,53
5,5,45
6,5,98
7,5,35
8,5,9
1,6,1
2,6,1
3,6,10
4,6,11
5,6,6
6,6,18
7,6,11
8,6,1
