% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/tab10-9.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-tab10-9

@attribute col_1 INTEGER
@attribute col_2 REAL
@attribute col_3 REAL
@attribute col_4 INTEGER

@data
24,17.6,5.15,1
32,13.4,5.75,1
17,20.3,4.35,1
30,22.3,7.55,1
30,20.5,8.50,1
27,18.5,10.25,1
25,12.1,5.95,1
30,12.0,6.30,1
28,10.1,5.45,1
24,14.7,3.75,1
26,14.8,5.10,1
27,14.4,4.05,1
31,18.1,9.00,2
23,19.7,5.30,2
32,16.9,9.85,2
20,23.7,3.60,2
18,19.2,4.05,2
23,18.0,4.40,2
31,14.8,7.15,2
28,15.6,7.25,2
21,16.2,5.30,2
20,14.1,3.10,2
15,17.5,2.40,2
26,14.1,4.25,2
24,19.1,5.80,2
16,22.5,1.55,2
18,17.0,4.55,3
10,12.5,2.65,3
33,21.5,6.50,3
25,22.2,4.85,3
35,13.0,8.75,3
33,13.0,5.20,3
31,10.9,4.75,3
34,12.0,5.85,3
16,22.8,2.85,3
31,16.5,6.55,3
28,18.4,6.60,3
32,12.5,2.90,4
25,8.7,3.00,4
28,9.4,3.40,4
27,15.0,5.40,4
23,12.9,4.45,4
25,12.1,4.30,4
26,13.2,5.00,4
34,11.5,3.40,4



