% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/tab12-16.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-tab12-16

@attribute col_1 INTEGER
@attribute col_2 INTEGER
@attribute col_3 INTEGER
@attribute col_4 INTEGER

@data
1,201,301,362
1,230,296,353
1,324,543,594
1,512,778,755
1,399,644,580
1,891,1147,961
1,449,585,535
1,595,807,548
1,632,804,565
1,527,749,353
2,185,236,341
2,216,256,328
2,317,397,487
2,448,639,622
2,361,483,445
2,783,998,802
2,409,525,478
2,566,843,510
2,629,841,576
2,527,823,299
3,209,226,357
3,219,212,354
3,357,358,560
3,496,545,685
3,344,415,520
3,841,833,871
3,418,451,538
3,622,719,578
3,636,735,634
3,530,731,413
4,219,330,427
4,222,301,391
4,348,521,599
4,487,742,802
4,372,534,573
4,773,1051,880
4,382,570,540
4,505,737,577
4,534,791,524
4,434,614,343
5,225,307,382
5,239,297,321
5,347,463,502
5,512,711,684
5,405,577,467
5,786,1066,763
5,415,610,468
5,549,779,548
5,559,741,621
5,433,706,352
6,219,342,464
6,216,287,364
6,356,557,584
6,508,768,819
6,377,529,612
6,780,969,1028
6,407,526,651
6,595,772,660
6,626,826,673
6,518,722,424

