% Contains 110 data sets from the book 'The Statistical Sleuth'
% by Fred Ramsey and Dan Schafer; Duxbury Press, 1997.
% (schafer@stat.orst.edu) [14/Oct/97] (172k)
%
% Note: description taken from this web site:
%       http://lib.stat.cmu.edu/datasets/
%
% File: ../data/sleuth/case0302.asc
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation sleuth-case0302

@attribute dioxin INTEGER
@attribute code {1,2}

@data
0,1
0,1
0,1
0,1
0,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
10,1
10,1
11,1
12,1
13,1
15,1
16,1
25,1
45,1
0,2
0,2
0,2
1,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
7,2
7,2
7,2
7,2
8,2
8,2
9,2
9,2
10,2
11,2
15,2
