%                      File README
%                      -----------
% 
% chscase  A collection of the data sets used in the book 
%          "A Casebook for a First Course in Statistics and Data Analysis,"
%          by Samprit Chatterjee, Mark S. Handcock and Jeffrey S. Simonoff,
%          John Wiley and Sons, New York, 1995. Submitted by 
%          Samprit Chatterjee (schatterjee@stern.nyu.edu),
%          Mark Handcock (mhandcock@stern.nyu.edu) and 
%          Jeff Simonoff (jsimonoff@stern.nyu.edu)
% 
% This submission consists of 38 files, plus this README file.
% Each file represents a data set analyzed in the book. The names
% of the files correspond to the names used in the book. The data
% files are written in plain ASCII (character) text. Missing
% values are represented by "M" in all data files.
% 
% More information about the data sets and the book can be
% obtained via gopher at the address
%                      swis.stern.nyu.edu
% 
% The information is filed under
%   ---> Academic Departments & Research Centers
%    ---> Statistics and Operations Research
%     ---> Publications
%      ---> A Casebook for a First Course in Statistics and Data Analysis
%       ---> Welcome!
% 
% It can also be accessed from the World Wide Web (WWW) using a
% WWW browser (e.g., netscape) starting from the URL address
%           http://www.stern.nyu.edu/SOR/Casebook
% 
% 
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the Chatterjee, Handcock and
% Simonoff reference above).
%
% File: sex.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation chscase-sex

@attribute col_1 INTEGER
@attribute col_2 INTEGER

@data
1,1
3,1
6,5
6,2
47,2
1,0
175,4
0,30
10,3
2,5
50,1
2,2
1,2
1,1
1,1
1,1
5,1
1,1
5,1
4,3
1,5
2,4
3,1
3,6
20,12
1,1
10,1
10,8
10,3
4,1
1,1
0,3
10,3
2,6
3,5
6,12
0,3
2,2
12,1
4,3
12,8
10,1
0,1
20,3
3,1
0,1
10,1
10,2
2,2
1,10
4,2
40,1
2,1
12,1
5,2
3,1
5,4
15,2
2,3
30,0
13,1
18,2
30,0
5,1
2,4
4,25
5,2
1,1
2,0
20,1
4,2
5,1
10,2
150,0
10,3
0,1
101,7
8,1
7,1
4,0
100,5
6,3
6,1
3,0
6,20
1,6
1,5
10,2
1,10
15,0
1,2
1,3
1,4
10,1
1,1
30,1
1,1
4,5
4,,100
3,1
1,0
7,1
4,1
4,1
1,12
2,1
5,1
1,15
5,0
6,2
0,1
3,1
2,4
2,15
1,1
2,2
2,1
1,1
30,4
6,1
5,1
15,1
28,1
3,0
1,2
4,1
10,1
5,0
20,1
8,1
5,1
0,2
1,1
2,1
10,12
3,2
8,2
6,1
12,6
30,7
0,1
4,3
5,0
15,5
1,15
0,6
10,45
3,2
4,1
100,2
1,2
1,10
30,1
15,3
0,2
0,5
4,1
5,1
50,4
1,2
20,2
2,0
50,1
0,7
20,6
1,30
3,2
0,1
6,0
0,1
50,0
0,0
2,1
1,0
20,3
20,20
4,1
3,1
0,1
0,1
2,3
40,1
1,0
10,1
2,1
