% 
% This contains most of the data and all of the large
% data sets from "Log-Linear Models and Logistic Regression"
% by Ronald Christensen (1997, Second Edition, Springer-Verlag).
% The individual files correspond to either data files described 
% in the book or to numbered tables in the book.  
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@stat.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: tab10-1.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-llm-tab10-1

@attribute col_1 {1,2}
@attribute col_2 INTEGER
@attribute col_3 INTEGER
@attribute col_4 INTEGER

@data
1,3,3,13
1,3,4,55
1,3,5,29
1,3,6,1
1,3,7,0
1,4,4,123
1,4,5,326
1,4,6,24
1,4,7,0
1,5,5,421
1,5,6,253
1,5,7,17
1,6,6,107
1,6,7,31
1,7,7,5
2,3,3,17
2,3,4,51
2,3,5,17
2,3,6,1
2,3,7,0
2,4,4,129
2,4,5,479
2,4,6,46
2,4,7,5
2,5,5,700
2,5,6,343
2,5,7,28
2,6,6,109
2,6,7,72
2,7,7,21
