%                      File README
%                      -----------
% 
% chscase  A collection of the data sets used in the book 
%          "A Casebook for a First Course in Statistics and Data Analysis,"
%          by Samprit Chatterjee, Mark S. Handcock and Jeffrey S. Simonoff,
%          John Wiley and Sons, New York, 1995. Submitted by 
%          Samprit Chatterjee (schatterjee@stern.nyu.edu),
%          Mark Handcock (mhandcock@stern.nyu.edu) and 
%          Jeff Simonoff (jsimonoff@stern.nyu.edu)
% 
% This submission consists of 38 files, plus this README file.
% Each file represents a data set analyzed in the book. The names
% of the files correspond to the names used in the book. The data
% files are written in plain ASCII (character) text. Missing
% values are represented by "M" in all data files.
% 
% More information about the data sets and the book can be
% obtained via gopher at the address
%                      swis.stern.nyu.edu
% 
% The information is filed under
%   ---> Academic Departments & Research Centers
%    ---> Statistics and Operations Research
%     ---> Publications
%      ---> A Casebook for a First Course in Statistics and Data Analysis
%       ---> Welcome!
% 
% It can also be accessed from the World Wide Web (WWW) using a
% WWW browser (e.g., netscape) starting from the URL address
%           http://www.stern.nyu.edu/SOR/Casebook
% 
% 
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the Chatterjee, Handcock and
% Simonoff reference above).
%
% File: census4.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation chscase-census4

@attribute col_1 REAL
@attribute col_2 REAL
@attribute col_3 REAL
@attribute col_4 REAL
@attribute col_5 REAL
@attribute col_6 REAL
@attribute col_7 REAL
@attribute col_8 REAL

@data
34.6530,60.6355,13.8600,14.7120,17.9600,15.7530,18.3870,16.3150
6.6770,47.6745,14.1830,15.0710,19.4240,17.2285,17.1905,16.8900
13.8720,11.9515,19.1690,24.3490,17.7810,18.2385,16.2030,17.3890
14.1250,27.8420,26.4380,12.7520,14.5420,18.3580,17.0740,17.3260
42.5080,15.4850,14.8085,13.1935,14.4110,15.3065,18.3760,17.0660
16.8660,,9.3045,11.7695,16.2170,15.7360,16.0540,16.7805,16.2940
16.9650,20.1515,21.7415,15.6360,17.5080,17.0955,16.5830,17.3980
28.6510,11.2575,11.8375,15.6565,17.9490,19.0215,17.1905,16.9190
19.9070,21.5985,22.2135,15.3900,14.5320,16.8000,16.8150,16.9190
17.3520,21.2885,18.3260,18.1040,15.6180,15.7445,17.2660,16.6310
8.3440,13.7330,11.2455,15.7030,15.4370,16.6505,16.4315,16.8290
37.0770,14.5495,18.6230,17.2245,18.2520,16.9830,18.6320,17.1610
17.4390,16.8930,18.6935,20.1975,18.1130,17.8560,15.8010,17.1570
13.3570,12.1265,16.7230,15.6770,17.8360,15.8265,16.9950,17.1290
7.2430,23.4160,18.1575,15.3935,18.4850,15.6605,18.6680,17.2240
13.5050,,8.9175,17.7595,14.8625,15.1040,17.3535,17.4970,16.8960
19.5470,30.3795,14.2660,14.8790,21.7380,19.0160,17.2950,16.4180
31.8490,14.8455,17.9880,16.5815,17.6910,15.9410,16.4440,17.3040
18.4210,16.4815,13.0480,25.1825,15.8560,14.6180,15.5750,16.4380
16.0790,26.5540,22.5610,14.2450,15.5110,16.7525,18.3960,15.6630
19.5700,25.2305,16.6825,19.7615,18.5480,14.4525,17.8035,16.4620
