%                      File README
%                      -----------
% 
% chscase  A collection of the data sets used in the book 
%          "A Casebook for a First Course in Statistics and Data Analysis,"
%          by Samprit Chatterjee, Mark S. Handcock and Jeffrey S. Simonoff,
%          John Wiley and Sons, New York, 1995. Submitted by 
%          Samprit Chatterjee (schatterjee@stern.nyu.edu),
%          Mark Handcock (mhandcock@stern.nyu.edu) and 
%          Jeff Simonoff (jsimonoff@stern.nyu.edu)
% 
% This submission consists of 38 files, plus this README file.
% Each file represents a data set analyzed in the book. The names
% of the files correspond to the names used in the book. The data
% files are written in plain ASCII (character) text. Missing
% values are represented by "M" in all data files.
% 
% More information about the data sets and the book can be
% obtained via gopher at the address
%                      swis.stern.nyu.edu
% 
% The information is filed under
%   ---> Academic Departments & Research Centers
%    ---> Statistics and Operations Research
%     ---> Publications
%      ---> A Casebook for a First Course in Statistics and Data Analysis
%       ---> Welcome!
% 
% It can also be accessed from the World Wide Web (WWW) using a
% WWW browser (e.g., netscape) starting from the URL address
%           http://www.stern.nyu.edu/SOR/Casebook
% 
% 
% 
% NOTICE: These datasets may be used freely for scientific,
% educational and/or non-commercial purposes, provided suitable
% acknowledgment is given (by citing the Chatterjee, Handcock and
% Simonoff reference above).
%
% File: geyser1.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation chscase-geyser1

@attribute col_1 INTEGER
@attribute col_2 REAL
@attribute col_3 INTEGER

@data
1,4.4,78
1,3.9,74
1,4.0,68
1,4.0,76
1,3.5,80
1,4.1,84
1,2.3,50
1,4.7,93
1,1.7,55
1,4.9,76
1,1.7,58
1,4.6,74
1,3.4,75
2,4.3,80
2,1.7,56
2,3.9,80
2,3.7,69
2,3.1,57
2,4.0,90
2,1.8,42
2,4.1,91
2,1.8,51
2,3.2,79
2,1.9,53
2,4.6,82
2,2.0,51
3,4.5,76
3,3.9,82
3,4.3,84
3,2.3,53
3,3.8,86
3,1.9,51
3,4.6,85
3,1.8,45
3,4.7,88
3,1.8,51
3,4.6,80
3,1.9,49
3,3.5,82
4,4.0,75
4,3.7,73
4,3.7,67
4,4.3,68
4,3.6,86
4,3.8,72
4,3.8,75
4,3.8,75
4,2.5,66
4,4.5,84
4,4.1,70
4,3.7,79
4,3.8,60
4,3.4,86
5,4.0,71
5,2.3,67
5,4.4,81
5,4.1,76
5,4.3,83
5,3.3,76
5,2.0,55
5,4.3,73
5,2.9,56
5,4.6,83
5,1.9,57
5,3.6,71
5,3.7,72
5,3.7,77
6,1.8,55
6,4.6,75
6,3.5,73
6,4.0,70
6,3.7,83
6,1.7,50
6,4.6,95
6,1.7,51
6,4.0,82
6,1.8,54
6,4.4,83
6,1.9,51
6,4.6,80
6,2.9,78
7,3.5,81
7,2.0,53
7,4.3,89
7,1.8,44
7,4.1,78
7,1.8,61
7,4.7,73
7,4.2,75
7,3.9,73
7,4.3,76
7,1.8,55
7,4.5,86
7,2.0,48
8,4.2,77
8,4.4,73
8,4.1,70
8,4.1,88
8,4.0,75
8,4.1,83
8,2.7,61
8,4.6,78
8,1.9,61
8,4.5,81
8,2.0,51
8,4.8,80
8,4.1,79
16,4.1,82
16,4.2,80
16,4.5,76
16,1.9,56
16,4.7,82
16,2.0,47
16,4.7,76
16,2.5,61
16,4.3,75
16,4.4,72
16,4.4,74
16,4.3,69
16,4.6,78
16,2.1,52
17,4.8,91
17,4.1,66
17,4.0,71
17,4.0,75
17,4.4,81
17,4.1,77
17,4.3,74
17,4.0,70
17,3.9,83
17,3.2,53
17,4.5,82
17,2.2,62
17,4.7,73
17,4.6,84
18,2.2,58
18,4.8,82
18,4.3,77
18,3.8,75
18,4.0,77
18,4.1,77
18,1.8,53
18,4.4,75
18,4.0,78
18,2.2,51
18,5.1,81
18,1.9,52
18,5.0,76
18,4.4,73
19,4.5,84
19,3.8,72
19,4.3,89
19,4.4,75
19,2.2,57
19,4.8,81
19,1.9,49
19,4.7,87
19,1.8,43
19,4.8,94
19,2.0,45
19,4.4,81
19,2.5,59
19,4.3,82
20,4.4,80
20,1.9,54
20,4.7,75
20,4.3,73
20,2.2,57
20,4.7,80
20,2.3,51
20,4.6,77
20,3.3,66
20,4.2,77
20,2.9,60
20,4.6,86
20,3.3,62
20,4.2,75
20,2.6,67
20,4.6,69
21,3.7,84
21,1.8,58
21,4.7,90
21,4.5,82
21,4.5,71
21,4.8,80
21,2.0,51
21,4.8,80
21,1.9,62
21,4.7,84
21,2.0,51
21,5.1,81
21,4.3,83
21,4.8,84
22,3.0,72
22,2.1,54
22,4.6,75
22,4.0,74
22,2.2,51
22,5.1,91
22,2.9,60
22,4.3,80
22,2.1,54
22,4.7,80
22,4.5,70
22,1.7,60
22,4.2,86
22,4.3,78
23,1.7,51
23,4.4,83
23,4.2,76
23,2.2,51
23,4.7,90
23,4.0,71
23,1.8,49
23,4.7,88
23,1.8,52
23,4.5,79
23,2.1,61
23,4.2,81
23,2.1,48
23,5.2,84
23,2.0,63
