% 
% This contains most of the data and all of the large
% data sets from "Log-Linear Models and Logistic Regression"
% by Ronald Christensen (1997, Second Edition, Springer-Verlag).
% The individual files correspond to either data files described 
% in the book or to numbered tables in the book.  
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@stat.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: tab2-6.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-llm-tab2-6

@attribute col_1 INTEGER
@attribute col_2 INTEGER
@attribute col_3 INTEGER

@data
1,1,20
1,2,87
1,3,56
1,4,4
2,1,71
2,2,88
2,3,42
2,4,20
3,1,157
3,2,134
3,3,41
3,4,20
4,1,82
4,2,77
4,3,45
4,4,17
5,1,101
5,2,117
5,3,29
5,4,3
6,1,127
6,2,145
6,3,32
6,4,7
7,1,59
7,2,81
7,3,18
7,4,2
8,1,19
8,2,22
8,3,2
8,4,0
