% This S dump contains 22 data sets from the
% book Visualizing Data published by
% Hobart Press (books@hobart.com).
% The dump was created by data.dump()
% and can be read back into S by data.restore().
% The name of each S data set is the name of
% the data set used in the book. To find the
% description of the data set in the book look
% under the entry - data, name - in the index.
% For example, one data set is barley.
% To find the description of barley, look
% in the index under the entry - data, barley.
%
% File: ../data/visualizing/bin.packing.csv
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation visualizing-bin_packing

@attribute emptyspace REAL
@attribute numberruns INTEGER

@data
1.5771269604424727,125
1.242905970725666,125
1.3892459682715281,125
0.6363170128631428,125
0.44334998737769443,125
1.522842082343003,125
1.0353560455891073,125
4.58276785357444,125
1.3641070442986873,125
0.844520981540647,125
1.3439380004846906,125
1.9079580165867267,125
1.0057079791090084,125
1.0875469461203788,125
1.0075709818167302,125
1.1792910027093397,125
4.468863740092848,125
1.1694929550074666,125
2.4868290414650325,125
0.4487679980391153,125
4.11421919237671,125
1.2977850534325515,125
1.2885470232835798,125
1.1557819891669459,125
1.2915450334585945,125
0.8319349879722356,250
0.4018910079583865,250
1.0583230248207849,250
1.6362520260147813,250
0.7097650217927035,250
1.3732329638511493,250
1.1513919771767527,250
1.46523095911201,250
0.5528450136165799,250
1.3321080166882286,250
0.9228320164978294,250
1.244371064557615,250
1.3399829899235403,250
0.8929380164331543,250
1.5888580157429617,250
0.5690939899265388,250
0.5575749717645047,250
0.9334099945020928,250
0.7104769938147913,250
3.0105467986915553,250
0.5671060273676066,250
1.2048669981029188,250
0.5948870175216256,250
1.3964569333622188,250
0.8494480241146063,250
6.783940820957614,500
1.0293910503582888,500
0.8030210145967169,500
0.9409009793488722,500
1.2516690593870883,500
1.0267230260312654,500
1.1554289968633087,500
1.49417200786587,500
0.6111879946230113,500
0.8906679724238264,500
1.1670440448220842,500
0.8647209979888616,500
0.7611659913684499,500
1.2171269562595373,500
1.1517959846148174,500
0.6937850145728837,500
0.9563130113018835,500
1.1806540492854347,500
0.9776489742327853,500
1.288611041225821,500
0.8572760170144037,500
1.387945028141392,500
1.4433150234838394,500
0.8948929890397065,500
1.5550099265664237,500
0.7637039943542869,1000
6.415463954904945,1000
1.57099399722077,1000
1.5267080042533423,1000
0.9522969722857646,1000
1.7636959933338492,1000
1.251631982112342,1000
0.7522190228107059,1000
0.6599500102461021,1000
1.1576830216557743,1000
1.7331429957465772,1000
0.7407500135243403,1000
1.179496043389381,1000
1.5746929488312809,1000
1.0782059477961665,1000
1.0093599558126263,1000
1.25177096291026,1000
1.200206035937496,1000
6.756915542505074,1000
1.2850650411795055,1000
1.5675679482445046,1000
0.8651990336689261,1000
0.9415519843496734,1000
0.8830599740324786,1000
1.6171840604879282,1000
1.5418330351048608,2000
1.6147329913232724,2000
0.8356299983585325,2000
1.3315160184764177,2000
1.0043619869064977,2000
1.7923899637331382,2000
1.062355041053546,2000
1.8674689350026457,2000
1.2953959852957204,2000
1.2516510635851845,2000
1.490779033812184,2000
0.8572040148785889,2000
0.9388830023282762,2000
1.7033058918560773,2000
0.8383370063936401,2000
1.6604151012012909,2000
1.465119940823105,2000
1.483548018060538,2000
1.5467109575680484,2000
1.2854160285067344,2000
0.8955410155272271,2000
0.8030999954857827,2000
1.7989959389015693,2000
1.89845803930901,2000
1.0918409882255795,2000
1.0692160120961405,4000
1.866615959938956,4000
1.5568449436629659,4000
1.2241660363842601,4000
1.428308969876345,4000
1.3002300429156555,4000
1.9670669829101761,4000
1.3335180081731588,4000
1.2384049845197647,4000
1.4545580445304171,4000
1.480530047049082,4000
1.046462057475105,4000
1.3436909668475745,4000
1.5757509538059957,4000
1.9497750393841793,4000
1.971449980274763,4000
1.4235179525919817,4000
1.298208943903064,4000
1.541245000455774,4000
1.3978409845129112,4000
2.0961389594372117,4000
1.2835479784322492,4000
1.9253318926917091,4000
1.863937001641449,4000
1.316550025637525,4000
2.198773990605222,8000
1.777329023802926,8000
2.28563910970832,8000
2.334373956779662,8000
1.5815089628848829,8000
1.6943900580528117,8000
1.4312640121441753,8000
1.697281912221437,8000
2.306060159735309,8000
1.8545240379074468,8000
2.229880208921608,8000
1.8965329809073432,8000
2.0202961355960776,8000
2.0311318741293927,8000
2.0344838840321726,8000
2.0626399454939786,8000
2.1970310625481893,8000
1.7689950829705492,8000
1.9012818932970827,8000
1.4451199664745285,8000
2.228667041737247,8000
2.5695528226761226,8000
1.641268016844669,8000
1.7590030724391124,8000
1.673710881521881,8000
2.3125391378019007,16000
1.6704309733494613,16000
2.17164098916672,16000
2.5120620224766395,16000
2.0352608619919637,16000
2.374340958049658,16000
2.40960004510073,16000
1.9698610418659035,16000
2.056613999734241,16000
2.155304814489934,16000
2.173331090940956,16000
2.174773967832209,16000
2.448645159243563,16000
2.0021099844424115,16000
2.0291909906662555,16000
2.10404791983838,16000
1.887240992091916,16000
2.150701963692788,16000
2.289091078543458,16000
2.031719033846819,16000
2.1907670843227214,16000
2.0211670626262306,16000
1.7887550986621739,16000
1.9947010560858771,16000
2.6264551538310683,16000
2.438515046558588,32000
2.392139849421299,32000
2.46031599444545,32000
2.4622258776205976,32000
2.4857599240393746,32000
2.097393151655018,32000
1.997064921995033,32000
3.0389600998045156,32000
2.854269823832733,32000
2.916163149662287,32000
2.404553862499646,32000
2.6733040341941248,32000
2.149607893994124,32000
2.867335853142094,32000
2.862351933494372,32000
2.254030888822672,32000
2.154787875596565,32000
3.1516312024828075,32000
2.0469720068357113,32000
2.3907390372301065,32000
2.160170962781157,32000
2.6176090398188063,32000
2.4628318343045295,32000
2.524446848747451,32000
2.2368071063808084,32000
2.8529979479007173,64000
3.534629968296565,64000
3.0503699670671933,64000
3.2855060390109427,64000
3.455059021277064,64000
2.67428586737517,64000
3.092053819452895,64000
2.689750940239204,64000
2.9117092514237606,64000
3.4505449485504025,64000
3.0462270514762477,64000
2.8453799959790658,64000
3.217313898444265,64000
3.064217214726986,64000
2.9417078524235545,64000
2.8157589545806734,64000
3.000580087675414,64000
3.6745431854390707,64000
2.8490341086456707,64000
3.870928111103894,64000
3.6341661011454303,64000
2.9119820970327854,64000
3.2975660851725013,64000
3.1530620030866863,64000
2.677820931107052,64000
3.518457762923296,128000
4.470799822103486,128000
4.035725674531652,128000
3.3955289922667276,128000
4.041257733786383,128000
4.205297679109427,128000
3.661943106295764,128000
3.2683710801391337,128000
3.6933021605658953,128000
4.143940981440223,128000
4.218282934219072,128000
3.823428210542367,128000
3.2975372027888894,128000
3.8894389531683258,128000
3.744563188097728,128000
3.5961520578382813,128000
4.057934994516415,128000
4.01029764088242,128000
3.4674039170589555,128000
3.5284369046110786,128000
4.242838021582778,128000
3.704566871903722,128000
4.100688117741746,128000
3.8038558568745033,128000
3.6826406903600075,128000
