% This file contains data from Regression Analysis By Example, 2nd Edition,
% by Samprit Chatterjee and Bertram Price, John Wiley, 1991.
% Data sets have names of the form 'rabe.xxx' where xxx is the page number
% in the book where the data occurs.
% 
% For additional information, Samprit Chatterjee can be reached using
% "schatter@stern.nyu.edu".
%
% File: ../data/rabe/rabe.25
%
% Note: there were no information about the columns in the data set,
%       hence automatically generated names
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation rabe-25

@attribute col_1 INTEGER
@attribute col_2 REAL
@attribute col_3 REAL

@data
1,2.5,3.80
2,2.7,4.10
3,2.9,5.80
4,3.1,4.80
5,3.3,5.70
6,3.5,4.40
7,3.7,4.80
8,3.9,3.60
9,4.1,5.50
10,4.3,4.15
11,4.5,5.80
12,4.7,3.80
13,4.9,4.75
14,5.1,3.90
15,5.3,6.20
16,5.5,4.35
17,5.7,4.15
18,5.9,4.85
19,6.1,6.20
20,6.3,3.80
21,6.5,7.00
22,6.7,5.40
23,6.9,6.10
24,7.1,6.50
25,7.3,6.10
26,7.5,4.75
27,2.5,1.00
28,2.7,1.20
29,7.3,9.50
30,7.5,9.00
