% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/tab6-1.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-tab6-1

@attribute col_1 INTEGER
@attribute col_2 INTEGER

@data
133,1
129,1
123,1
156,1
129,2
125,2
136,2
127,2
121,3
125,3
109,3
128,3
57,4
58,4
59,4
67,4
122,5
98,5
107,5
110,5
109,6
120,6
112,6
107,6
80,7
72,7
76,7
64,7
135,8
151,8
143,8
142,8
69,9
69,9
73,9
70,9
132,10
129,10
141,10
137,10
118,11
109,11
115,11
106,11
133,12
133,12
129,12
128,12
86,13
84,13
96,13
81,13
