% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/tab16-13.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-tab16-13

@attribute col_1 INTEGER
@attribute col_2 INTEGER
@attribute col_3 INTEGER
@attribute col_4 {1,2}

@data
8,1,1,1
17,1,2,1
22,1,3,1
7,2,1,1
26,2,2,1
34,2,3,1
10,3,1,1
24,3,2,1
39,3,3,1
13,1,2,1
20,1,3,1
10,2,1,1
24,2,2,1
9,3,1,1
36,3,3,1
5,1,1,2
11,1,2,2
16,1,3,2
3,2,1,2
17,2,2,2
32,2,3,2
5,3,1,2
16,3,2,2
33,3,3,2
4,1,1,2
10,1,2,2
15,1,3,2
5,2,1,2
19,2,2,2
29,2,3,2
4,3,1,2
34,3,3,2
