% 
% This contains viturally all of the data files
% in "Analysis of Variance, Design, and Regression:
% Applied Statistical Methods" by Ronald Christensen
% (1996, Chapman and Hall).  The individual files 
% correspond with tables in the book in a self 
% explanitory manner (presuming you have the book to 
% look at).  There are three files that correspond 
% to data in exercises or examples.
% 
% The author retains no rights to these data.
% 
% Comments should be directed to:
% Ronald Christensen
% Dept. of Math and Statistics
% University of New Mexico
% Albq., NM 87131
% e-mail: fletcher@math.unm.edu
% 
% More information about the book and alternative
% access to the data can be obtained from  
% the web at:  www.math.unm.edu/~fletcher
% 
%
% File: ../data/christensen/ex5-1-2.dat
%
% Note: attribute names were generated automatically since there was no
%       information in the data itself.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation christensen-ex5-1-2

@attribute col_1 REAL
@attribute col_2 INTEGER

@data
16.5,1
17.2,1
16.6,1
15.0,1
14.4,1
16.5,1
15.5,1
15.7,2
17.6,2
16.3,2
14.6,2
14.9,2
15.2,2
16.1,2
17.3,3
15.8,3
16.8,3
17.2,3
16.2,3
16.9,3
14.9,3
16.9,4
15.8,4
16.9,4
16.8,4
16.6,4
16.0,4
16.6,4
15.5,5
16.6,5
15.9,5
16.5,5
16.1,5
16.2,5
15.7,5
13.5,6
13.5,6
16.0,6
15.9,6
13.7,6
15.2,6
15.9,6
