STAFF_ID;HOME_INSTITUTION_ID;HOME_INSTITUTION_CTRY_CD;ENTERPRISE_NAME;ENTERPRISE_SIZE_VALUE;ENTERPRISE_TYPE_CD;ENTERPRISE_CTRY_CD;TEACHER_GENDER_CD;TEACHER_NATIONALITY_CD;TEACHER_TEACHING_AREA_CD;TEACHER_SENIORITY_CD;HOST_INSTITUTION_CODE;HOST_INSTITUTION_CTRY_CD;HOST_SUBJECT_AREA_CD;TEACHER_LENGTH_DAYS_VALUE;TEACHER_LENGHT_HRS_VALUE;TEACHER_VISIT_START_DATE;TEACHING_LEVEL_CD;TEACHING_LANGUAGE_CD;TEACHER_SPECIAL_NEEDS_GRT_AMT;TEACHER_SUBSISTANCE_GRT_AMT;TEACHER_TRAVEL_COST_AMT;TEACHER_TOTAL_GRT_AMT;TEACHER_FIRST_VISIT_FLAG;ENTERPRISE_WORK_CAT_CD
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;I;PL WROCLAW01;PL;380;2;8;Nov-12;2;ES;0;240;0;240;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;813;I;F  ROUEN01;FR;813;5;5;Oct-12;M;FR;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;S;PL WROCLAW01;PL;380;3;6;Oct-12;2;ES;0;360;0;360;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;421;S;UK YORK01;UK;421;5;5;Dec-12;M;EN;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;DE;222;J;D  HEIDELB01;DE;222;5;5;Dec-12;M;EN;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;IT;144;J;I  ROMA16;IT;144;5;5;Dec-12;1;IT;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;314;I;F  PARIS009;FR;314;2;10;Oct-12;2;EN;0;240;0;240;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;813;I;F  ROUEN01;FR;813;5;5;Oct-12;M;FR;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;S;TR ISTANBU03;TR;380;5;7;Oct-12;1;EN;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;226;S;HU SZEGED01;HU;226;5;15;Sep-12;M;EN;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;380;S;I  SIENA01;IT;380;3;10;Jul-12;M;ES;0;360;0;360;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;143;J;P  COIMBRA01;PT;143;5;5;Dec-12;M;PT;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;222;J;SF HELSINK01;FI;222;5;10;Sep-12;M;EN;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;340;I;UK LONDON005;UK;340;5;5;Sep-12;M;EN;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;222;S;P  COIMBRA01;PT;222;5;5;Sep-12;1;ES;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;144;I;F  PARIS005;FR;144;5;15;Nov-12;M;FR;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;443;S;P  LISBOA02;PT;443;5;5;Jul-12;M;EN;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;380;I;PL WROCLAW01;PL;380;3;8;Nov-12;M;ES;0;360;0;360;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;314;J;F  PARIS009;FR;314;3;15;Nov-12;2;FR;0;360;0;360;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;143;J;P  COIMBRA01;PT;143;5;5;Dec-12;M;PT;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;380;I;I  MACERAT01;IT;380;5;12;Oct-12;3;IT;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;222;I;I  MILANO01;IT;222;5;5;Oct-12;2;ES;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;I;PL WROCLAW01;PL;380;3;8;Dec-12;2;ES;0;360;0;360;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;I;TR ISTANBU03;TR;380;3;6;Nov-12;M;EN;0;360;0;360;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;443;S;B  BRUSSEL01;BENL;443;4;12;Sep-12;2;EN;0;480;0;480;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;222;S;PL WARSZAW01;PL;222;5;5;Nov-12;M;FR;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;813;I;P  PORTO02;PT;813;4;5;Dec-12;M;ES;0;480;0;480;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;813;I;P  FUNCHAL03;PT;813;5;6;Oct-12;M;PT;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;143;I;P  PORTO21;PT;143;3;15;Oct-12;2;ES;0;360;0;360;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;442;S;I  PERUGIA01;IT;442;5;9;Sep-12;2;EN;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;222;J;I  VENEZIA01;IT;222;5;8;Oct-12;3;ES;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;222;J;I  BOLOGNA01;IT;222;5;8;Dec-12;M;ES;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;226;I;F  STRASBO48;FR;226;5;6;Dec-12;M;FR;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;I;PL WROCLAW01;PL;380;3;7;Feb-13;3;ES;0;360;0;360;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;143;I;NL S-GRAVE13;NL;143;5;25;Apr-13;1;EN;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;340;J;D  PFORZHE01;DE;343;5;5;May-13;1;ES;0;600;0;600;N;?
-1;E  BADAJOZ04;ES; ? Unknown ?;?;???;???;M;ES;212;I;I  PADOVA02;IT;212;5;20;Oct-12;1;FR;0;600;0;600;Y;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;M;ES;38;J;P  LISBOA02;PT;38;4;5;Jun-13;M;ES;0;480;0;480;N;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;F;ES;34;I;I  XX;IT;34;5;5;May-13;1;EN;0;600;0;600;Y;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;M;ES;48;J;I  COSENZA01;IT;48;6;5;Jun-13;1;EN;0;600;0;600;N;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;M;ES;32;J;G  ATHINE01;GR;32;16;12;May-13;1;EN;0;600;0;600;Y;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;F;ES;34;I;UK MANCHES01;UK;34;8;6;Jun-13;3;EN;0;600;0;600;N;?
-1;E  CIUDA-R02;ES; ? Unknown ?;?;???;???;M;ES;214;I;RO CLUJNAP06;RO;214;5;6;Apr-13;1;ES;0;600;0;600;N;?
-1;E  CIUDA-R02;ES; ? Unknown ?;?;???;???;F;ES;214;J;RO CLUJNAP06;RO;214;5;6;Apr-13;1;EN;0;600;0;600;N;?
-1;E  CIUDA-R02;ES; ? Unknown ?;?;???;???;M;ES;214;I;P  VIANA-D01;PT;214;5;6;Apr-13;1;ES;0;600;0;600;N;?
-1;E  CIUDA-R02;ES; ? Unknown ?;?;???;???;F;ES;214;J;P  VIANA-D01;PT;214;5;6;Apr-13;1;ES;0;600;0;600;N;?
-1;E  CIUDA-R02;ES; ? Unknown ?;?;???;???;M;ES;214;I;P  LISBOA46;PT;214;5;6;Mar-13;1;ES;0;600;0;600;N;?
-1;E  CIUDA-R02;ES; ? Unknown ?;?;???;???;M;ES;214;J;P  LISBOA46;PT;214;5;6;Mar-13;1;ES;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;462;I;BG PLOVDIV09;BG;462;6;5;Apr-13;1;EN;0;600;0;600;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;380;S;I  ROMA01;IT;380;5;5;Sep-13;3;IT;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;640;S;I  MILANO01;IT;640;3;6;Sep-13;1;IT;0;360;0;360;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;421;S;I  MILANO01;IT;421;3;6;Sep-13;2;EN;0;360;0;360;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;621;S;I  BARI01;IT;621;5;5;May-13;1;ES;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;140;I;CY NICOSIA24;CY;140;5;5;Jul-13;3;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;140;J;P  FAFE04;PT;140;5;5;Apr-13;1;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;720;I;P  LISBOA04;PT;720;5;5;Sep-13;1;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;141;J;CZ PRAHA21;CZ;141;7;6;May-13;1;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;223;J;F  ORLEANS01;FR;223;5;8;Feb-13;1;ES;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;311;J;I  ENNA01;IT;311;5;5;May-13;3;IT;0;600;0;600;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;581;J;I  ROMA16;IT;581;4;5;Oct-12;1;IT;0;480;0;480;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;142;I;I  FERRARA02;IT;142;5;5;Sep-13;1;IT;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;461;S;CZ OSTRAVA01;CZ;461;7;8;Aug-13;1;ES;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;462;J;I  ROMA20;IT;462;5;5;Apr-13;1;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;462;I;CZ OSTRAVA01;CZ;462;7;8;Oct-12;1;EN;0;600;0;600;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;380;I;P  COVILHA01;PT;380;6;5;Sep-13;1;ES;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;640;I;RO CLUJNAP04;RO;721;8;5;Mar-13;1;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;581;I;I  SALERNO01;IT;581;6;5;May-13;1;IT;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;140;J;CY NICOSIA24;CY;140;5;5;Jul-13;1;ES;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;520;I;I  SALERNO01;IT;520;3;5;Jun-13;1;EN;0;360;0;360;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;222;I;I  VENEZIA01;IT;222;5;5;Oct-12;1;IT;0;600;0;600;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;311;J;SI MARIBOR01;SI;311;5;5;Mar-13;1;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;312;J;P  COIMBRA01;PT;312;5;6;Apr-13;1;ES;0;600;0;600;Y;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;142;S;I  FERRARA02;IT;142;5;5;Sep-13;1;IT;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;M;ES;640;J;PL LUBLIN04;PL;640;8;5;Sep-13;1;EN;0;600;0;600;N;?
-1;E  CORDOBA01;ES; ? Unknown ?;?;???;???;F;ES;582;J;CZ OSTRAVA01;CZ;582;6;5;Oct-12;1;EN;0;600;0;600;Y;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;F;ES;211;J;D  BERLIN18;DE;211;8;5;Jun-13;1;EN;0;600;0;600;N;?
-1;E  GIRONA02;ES; ? Unknown ?;?;???;???;F;ES;421;I;I  PISA01;IT;421;5;8;May-13;3;IT;0;600;0;600;N;?
-1;E  GIRONA02;ES; ? Unknown ?;?;???;???;M;ES;811;J;SF KUOPIO08;FI;811;5;5;Feb-13;1;EN;0;600;0;600;N;?
-1;E  GIRONA02;ES; ? Unknown ?;?;???;???;M;ES;443;S;PL POZNAN01;PL;443;4;5;Feb-13;1;EN;0;480;0;480;N;?
-1;E  GIRONA02;ES; ? Unknown ?;?;???;???;F;ES;524;S;UK NOTTING01;UK;524;2;5;Jun-13;3;EN;0;240;0;240;N;?
-1;E  GIRONA02;ES; ? Unknown ?;?;???;???;F;ES;524;S;CZ PRAHA02;CZ;524;3;5;Jun-13;3;EN;0;360;0;360;N;?
-1;E  GIRONA11;ES; ? Unknown ?;?;???;???;M;ES;213;J;UK NORTHAM01;UK;213;5;20;Mar-13;2;EN;0;600;0;600;N;?
-1;E  GIRONA11;ES; ? Unknown ?;?;???;???;M;XX;21;J;UK NORTHAM01;UK;21;5;20;Mar-13;2;EN;0;600;0;600;Y;?
-1;E  GIRONA11;ES; ? Unknown ?;?;???;???;F;ES;21;J;I  ROMA01;IT;21;5;9;Apr-13;1;IT;0;600;0;600;Y;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;581;J;I  ROMA16;IT;581;6;40;Dec-12;1;EN;0;600;0;600;Y;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;581;J;I  ROMA16;IT;581;7;40;Dec-12;1;ES;0;600;0;600;Y;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;581;J;I  ROMA16;IT;581;7;40;Dec-12;1;IT;0;600;0;600;Y;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;581;J;I  FIRENZE01;IT;581;6;5;Apr-13;1;EN;0;500;0;500;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;581;J;F  PARIS126;FR;581;3;5;Nov-12;1;FR;0;360;0;360;Y;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;F;ES;211;I;P  LISBOA02;PT;211;5;10;Apr-13;M;EN;0;600;0;600;Y;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;S;P  COVILHA01;PT;211;8;5;Jan-13;1;PT;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;S;P  LISBOA02;PT;211;5;5;Apr-13;1;PT;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;S;F  DIJON13;FR;211;7;5;Mar-13;M;FR;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;F;ES;211;S;TR ISTANBU07;TR;211;5;5;Apr-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;S;TR ISTANBU07;TR;211;5;5;Apr-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;J;P  COVILHA01;PT;211;8;5;Jan-13;1;PT;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;J;P  LISBOA02;PT;211;5;5;Apr-13;1;PT;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;I;P  LISBOA02;PT;211;5;5;Apr-13;M;PT;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;F;ES;211;I;I  VENEZIA03;IT;211;5;12;May-13;1;IT;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;F;ES;211;I;F  NIMES15;FR;211;7;20;May-13;M;FR;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;I;P  PORTO02;PT;211;8;5;May-13;M;ES;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;J;TR ISTANBU07;TR;211;6;5;May-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;211;J;P  PORTO02;PT;211;7;5;Apr-13;2;ES;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;F;ES;582;J;D  BOCHUM05;DE;582;7;5;Dec-12;1;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;F;ES;582;J;P  LISBOA05;PT;582;7;6;Apr-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;F;ES;582;I;P  LISBOA05;PT;582;7;6;Apr-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;582;J;I  ROMA01;IT;582;10;5;May-13;1;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;582;J;P  LISBOA02;PT;582;7;5;Jun-13;1;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;34;I;A  GRAZ01;AT;34;7;8;Mar-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;34;I;D  DRESDEN02;DE;34;13;5;May-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;343;S;I  SIENA01;IT;343;10;8;May-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;34;I;I  PARMA01;IT;34;7;5;May-13;M;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;222;S;I  SIENA01;IT;222;8;8;May-13;M;IT;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;38;I;I  PISA01;IT;38;19;15;Jan-13;3;EN;0;600;0;600;N;?
-1;E  GRANADA01;ES; ? Unknown ?;?;???;???;M;ES;343;S;SK BRATISL03;SK;343;8;6;Apr-13;M;EN;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;380;S;I  CATANIA01;IT;380;5;6;May-13;M;IT;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;380;S;I  VERONA01;IT;380;5;6;Apr-13;3;IT;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;222;J;I  PISA02;IT;222;5;6;Apr-13;M;EN;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;XX;380;J;I  VITERBO01;IT;313;5;5;Apr-13;1;IT;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;BE;223;S;B  BRUXEL81;BEFR;223;5;5;Apr-13;1;FR;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;143;I;D  BAYREUT01;DE;143;5;8;Jan-13;2;EN;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;340;I;D  PFORZHE01;DE;340;5;24;Feb-13;1;ES;0;600;0;600;Y;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;S;PL WROCLAW01;PL;380;3;8;Mar-13;M;ES;0;360;0;360;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;F;ES;313;I;F  BESANCO01;FR;313;5;5;Jun-13;M;EN;0;600;0;600;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;380;I;PL WROCLAW01;PL;380;2;5;May-13;1;ES;0;240;0;240;N;?
-1;E  MADRID04;ES; ? Unknown ?;?;???;???;M;ES;222;I;I  ROMA01;IT;222;5;6;Apr-13;2;ES;0;600;0;600;N;?
-1;E  ALICANT01;ES; ? Unknown ?;?;???;???;F;ES;222;I;A  SALZBUR08;AT;222;5;5;Apr-13;1;ES;0;600;0;600;N;?
-1;E  ALICANT01;ES; ? Unknown ?;?;???;???;F;ES;222;I;D  LEIPZIG01;DE;222;5;5;Jul-13;1;DE;0;600;0;600;N;?
-1;E  ALICANT01;ES; ? Unknown ?;?;???;???;M;ES;223;J;F  ANGERS04;FR;223;4;8;Jan-13;1;FR;0;480;0;480;N;?
-1;E  ALICANT01;ES; ? Unknown ?;?;???;???;M;ES;72;S;F  CASTRES03;FR;225;5;9;Mar-13;3;FR;0;600;0;600;Y;?
-1;E  ALICANT01;ES; ? Unknown ?;?;???;???;M;ES;223;I;A  INNSBRU01;AT;223;5;6;Jun-13;1;DE;0;600;0;600;N;?
-1;E  ALICANT01;ES; ? Unknown ?;?;???;???;M;ES;31;S;I  MODENA01;IT;31;5;10;May-13;1;IT;0;600;0;600;N;?
-1;E  ALICANT01;ES; ? Unknown ?;?;???;???;M;ES;225;I;I  VERONA01;IT;225;3;6;May-13;2;IT;0;360;0;360;N;?
-1;E  ALICANT11;ES; ? Unknown ?;?;???;???;M;ES;212;I;I  SALERNO02;IT;212;5;15;May-13;1;IT;0;600;0;600;N;?
-1;E  ALICANT11;ES; ? Unknown ?;?;???;???;M;ES;212;I;I  CASTELF01;IT;212;5;12;Sep-13;1;IT;0;600;0;600;N;?
-1;E  ALICANT11;ES; ? Unknown ?;?;???;???;M;ES;212;I;P  PORTO05;PT;212;5;15;Apr-13;1;ES;0;600;0;600;N;?
-1;E  ALICANT11;ES; ? Unknown ?;?;???;???;M;ES;212;I;S  STOCKHO15;SE;212;5;15;Jan-13;1;EN;0;600;0;600;Y;?
-1;E  ALICANT11;ES; ? Unknown ?;?;???;???;M;ES;212;I;P  PORTO05;PT;212;5;15;Apr-13;1;ES;0;600;0;600;N;?
-1;E  ALICANT11;ES; ? Unknown ?;?;???;???;M;ES;212;I;I  CASTELF01;IT;212;5;12;Apr-13;1;ES;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;723;I;PL JELENIA01;PL;723;5;5;May-13;1;EN;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;F;ES;38;S;I  PISA01;IT;38;5;10;Jun-13;3;IT;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;813;I;P  LISBOA04;PT;813;5;10;Sep-13;M;PT;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;461;I;HU GODOLLO01;HU;461;5;6;Sep-13;3;EN;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;311;I;P  BRAGA01;PT;311;5;10;Sep-13;3;ES;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;222;I;I  PAVIA01;IT;222;5;10;Aug-13;2;EN;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;222;I;I  MODENA01;IT;222;5;10;Sep-13;3;EN;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;F;ES;142;I;I  MILANO16;IT;142;5;5;May-13;1;IT;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;F;ES;620;I;F  MONTPEL10;FR;620;5;7;Sep-13;3;EN;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;343;I;F  NANCY43;FR;343;5;12;Dec-12;2;ES;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;144;I;I  BOLOGNA01;IT;144;5;5;May-13;3;IT;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;38;I;I  PISA01;IT;38;5;10;Jun-13;3;IT;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;F;ES;223;I;UK LOUGHBO01;UK;223;5;5;Apr-13;M;EN;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;343;S;P  COVILHA01;PT;343;5;5;Apr-13;M;EN;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;F;ES;38;I;I  PISA01;IT;38;5;10;Jun-13;3;IT;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;F;ES;723;I;PL OPOLE02;PL;723;5;10;May-13;1;EN;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;38;I;P  LISBOA08;PT;38;5;5;Apr-13;1;EN;0;600;0;600;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;343;I;D  BAMBERG01;DE;343;5;5;May-13;1;EN;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;F;ES;142;I;F  MONTPEL02;FR;142;2;6;Sep-13;2;EN;0;240;0;240;N;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;481;S;PL WROCLAW02;PL;481;5;5;Jun-13;1;EN;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;481;S;G  ARTA01;GR;481;5;5;Sep-13;1;EN;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;DE;142;J;D  HAMBURG01;DE;142;5;9;Jul-13;M;DE;0;600;0;600;Y;?
-1;E  ALMERIA01;ES; ? Unknown ?;?;???;???;M;ES;142;I;SK BRATISL02;SK;142;5;8;Sep-13;M;EN;0;600;0;600;N;?
-1;E  AVILA01;ES; ? Unknown ?;?;???;???;F;ES;380;J;UK LEICEST01;UK;380;5;5;Jun-13;3;EN;0;600;0;600;Y;?
-1;E  AVILA01;ES; ? Unknown ?;?;???;???;F;ES;2;J;NL EDE01;NL;723;4;5;Jun-13;1;EN;0;480;0;480;Y;?
-1;E  AVILA01;ES; ? Unknown ?;?;???;???;F;ES;723;J;NL EDE01;NL;723;4;5;Jun-13;1;EN;0;480;0;480;Y;?
-1;E  AVILA01;ES; ? Unknown ?;?;???;???;M;ES;629;J;P  BRAGANC01;PT;629;5;5;Mar-13;1;EN;0;600;0;600;N;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;F;ES;38;I;I  BOLOGNA01;IT;38;3;5;May-13;3;IT;0;360;0;360;N;?
-1;E  CIUDA-R01;ES; ? Unknown ?;?;???;???;M;ES;62;J;SI LJUBLJA01;SI;62;5;5;May-13;1;EN;0;600;0;600;N;?
