% ---------------------------------------------------------------------------
% Short description
% ---------------------------------------------------------------------------
% Data on tree growth used in the Case Study published in the September, 1995
% issue of the Canadian Journal of Statistics
% 
% ---------------------------------------------------------------------------
% Permission
% ---------------------------------------------------------------------------
% This data set was been provided by Dr. Fernando Camacho, 
% Ontario Hydro Technologies, 800 Kipling Ave, Toronto Canada M3Z 5S4. 
% It forms the basis of the Case Study in Data Analysis published in
% the Canadian Journal of Statistics, September 1995.
% It can be freely used for non-commercial purposes, as long as proper
% acknowledgement to the source and to the Canadian Journal of Statistics
% is made.
% 
% ---------------------------------------------------------------------------
% Description
% ---------------------------------------------------------------------------
% 
% The effects of the Growth Regulators Paclobutrazol (PP 333)
% and Flurprimidol (EL-500) on the Number and Length of Internodes
% in Terminal Sprouts Formed on Trimmed Silver Maple Trees.
%  
% Introduction:
%  
% The trimming of trees under distribution lines on city streets and
% in rural areas is a major problem and expense for electrical
% utilities.  Such operations are routinely performed at intervals of
% one to eight years depending upon the individual species growth rate
% and the amount of clearance required.  Ontario Hydro trims about
% 500,000 trees per year at a cost of about $25 per tree.
%  
% Much effort has been spent in developing chemicals for the horticultural
% industry to retard the growth of woody and herbaceous plants.  Recently,
% a group of new growth regulators was introduced which was shown to be
% effective in controlling the growth of trees without producing
% noticeable injury symptoms.  In this group are PP 333 ( common name
% paclobutrazol) (2RS, 3RS - 1 -(4-chlorophenyl) - 4,4 - dimethyl - 2 -
% (1,2,4-triazol-l-yl) pentan - 3- ol and EL-500 (common name flurprimidol
% and composition alpha - (1-methylethyl) - alpha - [4-(trifluromethoxyl)
% phenyl] - 5- pyrimidine - methanol).  Both EL-500 and PP-333 have been
% reported to control excessive sprout growth in a number of species
% when applied as a foliar spray, as a soil drench, or by trunk injection.
% Sprout length is a function of both the number of internodes and
% the length of the individual internodes in the sprout.  While there
% have been many reports that both PP 333 and EL-500 cause a reduction
% in the length of internodes formed in sprouts on woody plants treated
% with the growth regulators, there has been but one report that EL-500
% application to apple trees resulted in a reduction of the number
% of internodes formed per sprout.
%  
% The purpose of the present study was to investigate the length of the
% terminal sprouts, the length of the individual internodes in those
% sprouts, and the number of internodes in trimmed silver maple trees
% following trunk injection with the growth regulators PP 333 and EL-500.
%  
% Experimental Details.
%  
% Multistemmed 12-year-old silver maple trees growing at Wesleyville,
% Ontario were trunk injected with methanolic solutions of EL-500
% and PP-333 in May of 1985 using a third generation Asplundh
% tree injector.
%  
% Two different application rates (20 g/L and 4 g/L) were used for each
% chemical.  The volume of solution (and hence the amount of active
% ingredient) injected into each tree was determined from the diameter
% of the tree, using the formula: vol(mL) = (dbh)*(dbh)*.492 where dbh
% is the diameter at breast height.  Two sets of control trees were
% included in the experiment.  In one set, tree received no injection
% (control) and in a second set, the trees were injected with
% methanol, the carrier in the growth regulator solutions.  Ten trees,
% chosen at random, were used in each of the control and experimental
% sets.  Prior to injection, all the trees were trimmed by a forestry
% crew, with their heights being reduced by about one third.
%  
% In January 1987, twenty months after the trees were injected, between
% six and eight limbs were removed at random from the bottom two-thirds
% of the canopy of each of the ten trees in each experimental and control
% set.  The limbs were returned to the laboratory and the length of all
% the terminal sprouts, the lengths of the individual internodes, and
% the number of internodes recorded.  Between one and 25 terminal
% sprouts were found on each limb collected.  Sprouts which had a
% length of 1 cm or less were recorded as being 1 cm in length.
% In such spouts, the internode lengths were not measured, but were
% calculated from the total length of the sprout and the number
% of internodes counted.  Internode lengths were then expressed to one
% decimal place.  In two instances, one of the ten trees in a set
% could not be sampled because limb removal would have jeopardized the
% health of the tree over the long-term.
%  
% Data set:
%  
% Each of the records represents a terminal sprout and contains the
% following information:
%    N  - the sprout number
%    TR - treatment 1 - control
%                   2 - methanol control
%                   3 - PP 333 20g/L
%                   4 - PP 333  4g/L
%                   5 - EL 500 20g/L
%                   6 - EL 500  4g/L
%    TREE - tree id
%    BR   - branch id
%    TL   - total sprout length (cm)
%    IN   - number of internodes on the sprout
%    INTER- a list of the lengths of the internodes in the sprout,
%           starting from the base of the sprout (1-29 entries)
%  
% Sprouts 1868 to 1879 do not have branch identification data.
% 
% Here is a portion of the data file.
% 
%    1   1 G28  A  75.0 15  1.0  2.3  7.4  8.6  6.7  7.2  6.6  6.2  5.5  5.0  5.4  5.0  4.4  2.6  0.8
%    2   1 G28  B  18.0  7  0.7  1.3  4.0  5.2  2.8  2.2  1.5
%    3   1 G28  C  46.0 11  0.5  1.0  4.3  8.8  6.8  7.6  6.2  4.7  3.5  2.2  0.5
%    4   1 G28  C  16.0  8  0.5  1.2  3.5  4.2  2.2  2.8  1.5  0.1
%    5   1 G28  D  56.0 16  0.5  1.0  3.5  8.2  5.3  6.2  4.8  4.7  3.1  3.8  3.3  4.3  3.5  2.4  1.2  0.3
%    .
%    .
%    .
%   10   1 G28  G   1.0  3  0.3  0.5  0.3
%   11   1 G28  G   1.0  3  0.2  0.6  0.5
%   12   1 G28  G   4.0  5  0.5  0.7  1.3  1.0  0.1
%   13   1 G28  G  16.0  8  0.7  1.2  3.2  4.7  2.8  1.8  1.0  0.2
%   14   1 G28  G   3.0  4  0.5  1.0  1.2  0.1
%   15   1 G28  G  21.0 10  0.5  0.8  2.4  4.0  3.0  3.2  2.6  2.1  1.4  0.7
%    .
%    .
%    .
%   18   1 M33  A   9.0  5  1.2  2.2  3.1  2.2  0.7
%   19   1 M33  A  20.5  7  0.6  3.0  5.8  5.4  3.6  1.7  0.4
%   20   1 M33  A  47.0 13  0.5  2.4  2.8  3.5  3.1  3.6  3.8  5.1  8.6  6.5  5.6  1.1  0.3
%   21   1 M33  A   4.0  4  0.4  2.0  1.7  0.2
%   22   1 M33  A   5.0  5  0.2  1.2  1.6  1.5  0.7
%    .
%    .
%    .
% 
% ---------------------------------------------------------------------------
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: 2
%

@relation cjs

@attribute N INTEGER
@attribute TR {EL_500_20g/L,EL_500_4g/L,PP_333_20g/L,PP_333_4g/L,control,methanol_control}
@attribute TREE {D10,D13,D14,D16,D18,D19,D20,D21,D22,G10,G2,G20,G21,G24,G27,G28,G29,G4,G5,G6,G7,G8,G9,J1,J10,J12,J13,J15,J17,J19,J20,J25,J27,J29,J31,J6,J8,M10,M17,M20,M25,M33,M6,O20,O27,O28,O33,O3O,Q12,Q17,Q19,Q23,Q25,Q3,Q34,Q4,Q5}
@attribute BR {A,B,C,D,E,F,G,H,I,J}
@attribute TL REAL
@attribute IN INTEGER
@attribute INTERNODE_1 REAL
@attribute INTERNODE_2 REAL
@attribute INTERNODE_3 REAL
@attribute INTERNODE_4 REAL
@attribute INTERNODE_5 REAL
@attribute INTERNODE_6 REAL
@attribute INTERNODE_7 REAL
@attribute INTERNODE_8 REAL
@attribute INTERNODE_9 REAL
@attribute INTERNODE_10 REAL
@attribute INTERNODE_11 REAL
@attribute INTERNODE_12 REAL
@attribute INTERNODE_13 REAL
@attribute INTERNODE_14 REAL
@attribute INTERNODE_15 REAL
@attribute INTERNODE_16 REAL
@attribute INTERNODE_17 REAL
@attribute INTERNODE_18 REAL
@attribute INTERNODE_19 REAL
@attribute INTERNODE_20 REAL
@attribute INTERNODE_21 REAL
@attribute INTERNODE_22 REAL
@attribute INTERNODE_23 REAL
@attribute INTERNODE_24 REAL
@attribute INTERNODE_25 REAL
@attribute INTERNODE_26 REAL
@attribute INTERNODE_27 REAL
@attribute INTERNODE_28 REAL
@attribute INTERNODE_29 REAL

@data
1,control,G28,A,75.0,15,1.0,2.3,7.4,8.6,6.7,7.2,6.6,6.2,5.5,5.0,5.4,5.0,4.4,2.6,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2,control,G28,B,18.0,7,0.7,1.3,4.0,5.2,2.8,2.2,1.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
3,control,G28,C,46.0,11,0.5,1.0,4.3,8.8,6.8,7.6,6.2,4.7,3.5,2.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
4,control,G28,C,16.0,8,0.5,1.2,3.5,4.2,2.2,2.8,1.5,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
5,control,G28,D,56.0,16,0.5,1.0,3.5,8.2,5.3,6.2,4.8,4.7,3.1,3.8,3.3,4.3,3.5,2.4,1.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?
6,control,G28,E,77.0,18,0.5,0.7,3.0,8.7,7.5,8.0,6.7,6.3,5.4,5.2,6.1,6.2,5.0,2.4,1.1,2.3,1.5,0.6,?,?,?,?,?,?,?,?,?,?,?
7,control,G28,F,6.5,5,0.5,0.9,2.2,2.5,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
8,control,G28,F,84.5,17,1.2,2.8,8.8,9.5,7.2,7.7,6.4,6.8,5.7,5.0,5.4,5.8,3.7,3.7,2.6,1.6,0.6,?,?,?,?,?,?,?,?,?,?,?,?
9,control,G28,F,41.0,11,0.7,1.3,5.4,8.0,5.5,6.2,4.2,3.7,3.1,1.9,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
10,control,G28,G,1.0,3,0.3,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
11,control,G28,G,1.0,3,0.2,0.6,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
12,control,G28,G,4.0,5,0.5,0.7,1.3,1.0,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
13,control,G28,G,16.0,8,0.7,1.2,3.2,4.7,2.8,1.8,1.0,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
14,control,G28,G,3.0,4,0.5,1.0,1.2,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
15,control,G28,G,21.0,10,0.5,0.8,2.4,4.0,3.0,3.2,2.6,2.1,1.4,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
16,control,G28,H,46.0,16,0.5,1.5,6.2,5.3,5.7,4.6,2.5,1.8,2.2,4.0,4.3,4.5,1.7,0.6,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?
17,control,G28,H,47.0,16,0.5,0.7,2.8,5.3,5.0,4.4,4.1,4.2,4.2,4.4,3.6,3.5,2.7,1.2,0.5,0.1,?,?,?,?,?,?,?,?,?,?,?,?,?
18,control,M33,A,9.0,5,1.2,2.2,3.1,2.2,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
19,control,M33,A,20.5,7,0.6,3.0,5.8,5.4,3.6,1.7,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
20,control,M33,A,47.0,13,0.5,2.4,2.8,3.5,3.1,3.6,3.8,5.1,8.6,6.5,5.6,1.1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
21,control,M33,A,4.0,4,0.4,2.0,1.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
22,control,M33,A,5.0,5,0.2,1.2,1.6,1.5,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
23,control,M33,B,134.0,16,7.3,9.2,13.8,11.7,11.2,10.8,9.3,9.2,9.7,7.5,7.4,7.5,7.0,6.1,3.5,2.5,?,?,?,?,?,?,?,?,?,?,?,?,?
24,control,M33,C,42.0,8,0.5,4.8,7.4,8.9,6.5,7.1,4.7,2.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
25,control,M33,C,22.0,7,0.8,4.1,5.1,5.7,3.4,2.2,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
26,control,M33,C,25.0,7,0.6,3.7,7.8,6.2,3.6,2.4,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
27,control,M33,C,1.0,3,0.3,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
28,control,M33,C,1.0,2,0.5,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
29,control,M33,C,17.5,9,2.1,2.2,3.2,2.5,3.0,2.6,1.2,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
30,control,M33,C,46.0,12,1.0,3.0,5.5,7.5,5.8,6.3,5.1,3.3,4.2,2.6,1.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
31,control,M33,C,1.0,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
32,control,M33,C,1.0,2,0.4,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
33,control,M33,C,21.0,8,0.5,2.6,3.9,5.9,3.5,2.9,1.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
34,control,M33,C,1.0,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
35,control,M33,C,5.0,4,0.7,1.5,1.9,1.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
36,control,M33,D,1.0,2,0.2,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
37,control,M33,D,6.0,5,0.2,1.4,3.0,1.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
38,control,M33,D,37.0,11,0.6,3.2,7.0,8.0,4.6,3.3,2.5,2.8,2.8,1.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
39,control,M33,D,63.0,15,1.8,6.6,10.7,9.4,4.5,4.2,3.3,3.0,3.0,4.7,6.5,2.9,1.1,0.7,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?
40,control,M33,E,25.0,8,1.0,4.5,4.8,4.7,3.7,3.2,2.2,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
41,control,M33,F,3.0,5,0.2,1.0,1.2,0.5,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
